Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28
且,10398,qiě,ce2,chhiá,,chhiáⁿ,2qia,しゃ,しゃ,しゃ,hangeul=[[차]], [[저]], [[조]]|rv=cha, jeo, jo|mr=ch'a, chŏ, cho|eumhun=[[또]], [[공경스러울]], [[도마]]|ehrv=tto, gonggyeongseureoul, doma|ehmr=tto, konggyŏngsǔrǒul, toma|ehy=,,,,
丕,10399,pī,pei1,,,i,,ひ,ひ,ひ,크다|클|비,,,,,,,,,,,,,,,,
世,10400,shì,sai3,sṳ,,sì,2sr,せ,せ,せい,인간|세,,,,,,,,,,,,,,,,
丗,10401,,,,,,,せい,,,,,,,,,,,,,,,,,,,
丘,10402,qiū,jau1,hiû,,u,1qieu,く,く,きゅう,hangeul=구|rv=gu|mr=ku|eumhun=언덕|ehrv=eondeok|ehmr=ǒndǒk|ehy=,,,,,,,,,,,,,,,,
丞,10408,chéng,sing4,sṳ̀n,,sêng,3zen,じょう,じょう,しょう,hangeul=[[승]], [[증]]|rv=seung, jeung|mr=sŭng, chŭng|eumhun=[[정승]], [[나아갈]]|ehrv=jeongseung, naagal|ehmr=chǒngsǔng, naagal|ehy=,,,,,,,,,,
丟,10409,diū,diu1,tiû,,tiu,1tieu,ちゅ,ちゅ,ちゅう,hangeul=주|mr=chu|eumhun=아주 갈|ehrv=aju gal|ehmr=aju kal|ehy=,,,,,,,,,,,,,,,,
丠,10410,,,,,,,く,く,きゅう,hangeul=구|rv=gu|mr=ku,,,,,,,,,,,,,,,,
丣,10413,,,,,,,ゆ,ゆ,ゆう,hangeul=유|rv=yu|mr=yu,,,,,,,,,,,,,,,,
並,10416,bìng,bing6,pin,,pēng,3bin,びょう,びょう,へい,hangeul=[[병]], [[방]], [[반]]|rv=byeong, bang, ban|mr=pyŏng, pang, pan|y=pyeng, pang, pan|eumhun=아우를|ehrv=aureul|ehmr=aurǔl|ehy=,,,,,,,,
丩,10418,,,,,,,く,く,きゅう,hangeul=구|rv=gu|mr=ku,,,,,,,,,,,,,,,,
个,10419,,,,,,,か,か,か,,,,,,,,,,,,,,,,,
丫,10420,yā,aa1,,,a,,あ,あ,あ,hangeul=[[아]]|rv=a|mr=a|eumhun=가닥|ehrv=gadak|ehmr=kadak|ehy=,,,,,,,,,,,,,,,,
丮,10422,jǐ,gik1,,,,,きゃく,きゃく,けき,극,,,,,,,,,,,,,,,,
丯,10423,jiè,gaai3,,,,,かい,,かい,,,,,,,,,,,,,,,,,
丰,10424,fēng,fung1,,,,,ふ,ふ,ほう,hangeul=[[봉]]|rv=bong|mr=pong|eumhun=예쁠豊|ehrv=yeppeul|ehmr=yeppǔl|ehy=,,,,,,,,,,,,,,,,
丱,10425,guàn,gwaan3,,,koàn,,けん,けん,かん,hangeul=관|rv=gwan|mr=kwan|eumhun=쌍상투|ehrv=ssangsangtu|ehmr=ssangsangt'u|ehy=,,,,,,,,,,,,,,,,
串,10426,chuàn,cyun3,chhon,,chhǹg,2tshoe,せん,せん,せん,익히다|익힐|관,,,,,,,,,,,,,,,,
丳,10427,chǎn,caan2,,,,,せん,せん,さん,hangeul=찬|rv=chan|mr=ch'an,,,,,,,,,,,,,,,,
丵,10429,zhuó,zok6,,,,,さく,,,hangeul=착|rv=chak|mr=ch'ak,,,,,,,,,,,,,,,,
丸,10431,wán,jyun4,yèn,yan2,oân,3hhuoe,がん,がん,かん,hangeul=환|rv=hwan|mr=hwan|eumhun=둥글|ehrv=dunggeul|ehmr=tunggǔl|ehy=,,,,,,,,,,,,,,,,
丹,10432,dān,daan1,tân,,tan,1te,たん,たん,たん,hangeul=[[단]], [[란]] (난)|rv=dan, ran (nan)|mr=tan, ran (nan)|eumhun=[[붉을]], [[정성스러울]]|ehrv=bulgeun, jeongseongsureoul|ehmr=pulgǔn, jǒngsǒngsǔrǒul|ehy=,,,,,,,,,,
主,10434,zhǔ,zyu2,chú,,chú,2tsr,す,す,しゅ,,,,,,,,,,,,,,,,,
丼,10435,dǎn,dam2,,,tôm,,しょう,しょう,せい,hangeul=정|mr=chŏng,,,,,,,,,,,,,,,,
丽,10436,,,,,,,,,,,,,,,,,,,,,,,,,,
乀,10438,fú,fat1,,,,,ふつ,,,hangeul=불|rv=bul|mr=pul|y=pwul,,,,,,,,,,,,,,,,
乂,10440,yì,ngaai6,,,gāi,,げ,げ,がい,hangeul=예|rv=ye|mr=ye|eumhun=[[벨]], [[징계하다|징계할]]|ehrv=bel, jinggyehal|ehmr=pel, chinggyehal|ehy=,,,,,,,,,,,,,
乃,10441,nǎi,naai5,,,nái,3ne,ない,ない,だい,,,,,,,,,,,,,,,,,
久,10443,jiǔ,gau2,kiú,giu3,kiú,,く,く,きゅう,,,,,,,,,,,,,,,,,
之,10449,zhī,zi1,chṳ̂,,chi,1tsr,し,し,し,,,,,,,,,,,,,,,,,
乍,10451,zhà,zaa3,,,,,じゃ,じゃ,さ,hangeul=사|rv=sa|mr=sa|y=sa|eumhun=잠깐|ehrv=jamkkan|ehmr=chamkkan|ehy=,,,,,,,,,,,,,,,,
乎,10452,hū,fu4,fû,fu2,ho͘,3hhu,ご,ご,こ,,,,,,,,,,,,,,,,,
乏,10453,fá,fat6,,fad6,hoa̍t,,ぼう,ぼう,ほう,hangeul=핍|eumhun=모자랄|ehrv=mojaral|ehmr=mojaral|ehy=,,,,,,,,,,,,,,,,
乑,10455,yín,jam4,,,,,ごん,ごん,ぎん,hangeul=임|rv=im|mr=im,,,,,,,,,,,,,,,,
乖,10460,guāi,gwaai1,kôai,,koai,,け,け,かい,hangeul=괴|rv=goe|mr=koe|y=koy|eumhun=어그러질|ehrv=eogeureojil|ehmr=ǒgǔrǒjil|ehy=,,,,,,,,,,,,,,,,
乗,10461,,,,,,,じょう,じょう,しょう,hangeul=승|rv=seung|mr=sŭng,,,,,,,,,,,,,,,,
乘,10462,chéng,sing4,sṳ̀n,,sêng,2tshen,じょう,じょう,しょう,hangeul=승|rv=seung|mr=sŭng|eumhun=[[타다|탈]]|ehrv=tal|ehmr=t'al|ehy=,,,,,,,,,,,,,,,,
乚,10463,,,,,,,おん,おん,いん,,,,,,,,,,,,,,,,,
乜,10465,miē,mat1,,,,,め,め,ば,,,,,,,,,,,,,,,,,
乞,10466,qǐ,hat1,khiet,,it,4qiq,こち,こち,きつ,hangeul=걸|mr=kŏl|eumhun=[[빌다|빌]]|ehrv=bil|ehmr=pil|ehy=,,,,,,,,,,,,,,,,
也,10467,yě,jaa5,ya,,,3hha,や,や,や,hangeul=야|eumhun=[[이끼]], [[어조사]],,,,,,,,,,,,,,,
乳,10487,rǔ,jyu5,yî,,jí,3zr,にゅう,にゅう,じゅ,hangeul=유|rv=yu|mr=yu,,,,,,,,,,,,,,,,
乾,10498,gān,gon1,kôn,,koaⁿ,1koe,かん,かん,かん,hangeul=[[건]], [[간]]|rv=geon, gan|mr=kŏn, kan,,,,,,,,,,,,,
亂,10502,luàn,lyun6,lon,,loān,3loe,らん,らん,らん,hangeul=란|rv=ran|mr=ran,,,,,,,,,,,,,,,,
亄,10504,yì,ji4,,,,,い,い,い,hangeul=탐할의|rv=ui|mr=ŭi,,,,,,,,,,,,,,,,
了,10506,le,liu5,lé,ê3,liáu,5leq,りょう,りょう,りょう,hangeul=[[료]]>[[요]],,,,,,,,,,,,,,,,
予,10508,yǔ,jyu5,yì,,ú,,よ,よ,よ,hangeul=여|rv=yeo|mr=yŏ,,,,,,,,,,,,,,,,
事,10511,shì,si6,sṳ,si4,,3zr,じ,じ,し,hangeul=사,,,,,,,,,,,,,,,,
亍,10512,chù,cuk1,,,,,とく,とく,ちょく,hangeul=[[촉]], [[마]]|rv=chok, ma|mr=ch'ok, ma,,,,,,,,,,,,,
于,10513,yú,jyu4,,,,,う,,,hangeul=우|rv=u|mr=u,,,,,,,,,,,,,,,,
云,10516,yún,wan4,yùn,,,3hhyn,うん,うん,うん,hangeul=운|rv=un|mr=un,,,,,,,,,,,,,,,,
互,10517,hù,wu6,fu,fu1,hō͘,,ご,ご,こ,hangeul=호|rv=ho|mr=ho,,,,,,,,,,,,,,,,
井,10519,jǐng,zeng2,chiáng,,,2jin,しょう,しょう,せい,hangeul=정,,,,,,,,,,,,,,,,
亖,10520,,,,,,,し,し,し,,,,,,,,,,,,,,,,,
亙,10523,gèn,gang2,,,kèng,,こう,こう,こう,hangeul=긍|rv=geung|mr=kŭng|y=kung,,,,,,,,,,,,,,,,
些,10525,xiē,se1,,xia1,sia,,さ,さ,しゃ,hangeul=사|rv=sa|mr=sa,,,,,,,,,,,,,,,,
亟,10529,jí,gik1,,,,,こ,こ,き,hangeul=[[극]], [[기]]|rv=geuk, gi|mr=kŭk, ki|y=kuk, ki,,,,,,,,,,,,
亡,10530,wáng,mong4,mòng,mong2,bông,3vaan,もう,もう,ぼう,hangeul=[[망]], [[무]],,,,,,,,,,,,,,,
亢,10531,kàng,kong3,,,,,こう,,,hangeul=항|rv=hang|mr=hang,,,,,,,,,,,,,,,,
交,10533,jiāo,gaau1,kâu,,kau,1jiau,きょう,きょう,こう,사귀다|사귈|교,,,,,,,,,,,,,,,,
亥,10534,hài,hoi6,hoi,,hǎi,,がい,がい,かい,hangeul=해|rv=hae|mr=hae,,,,,,,,,,,,,,,,
亦,10535,yì,jik6,yi̍t,,,5hhiq,やく,やく,えき,hangeul=역|rv=yeok|mr=yŏk,,,,,,,,,,,,,,,,
亨,10537,hēng,hang1,,,heng,,きょう,きょう,こう,hangeul=[[형]], [[팽]]|rv=hyeong, paeng|mr=hyŏng, p'aeng,,,,,,,,,,,,,
京,10541,jīng,ging1,kîn,,kiaⁿ,1jin,きょう,きょう,けい,,,,,,,,,,,,,,,,,
亭,10542,tíng,ting4,thìn,,têng,,じょう,じょう,てい,hangeul=[[정]]|rv=jeong|mr=chŏng,,,,,,,,,,,,,,,,
亮,10543,liàng,loeng6,liong,liong4,liāng,3lian,ろう,ろう,りょう,hangeul=량|rv=ryang|mr=ryang,,,,,,,,,,,,,,,,
亯,10544,,,,,,,きょう,,,,,,,,,,,,,,,,,,,
亶,10551,dǎn,taan2,,,chiⁿ,,たん,たん,たん,hangeul=[[단]], [[선]]|rv=dan, seon|mr=tan, sŏn|y=tan, sen,,,,,,,,,,,,
亹,10554,wěi,mei5,,,,,み,み,び,hangeul=[[미]], [[문]]|rv=mi, mun|mr=mi, mun,,,,,,,,,,,,,
亼,10556,,,,,,,じゅう,じゅう,しゅう,hangeul=집|rv=jip|mr=chip,,,,,,,,,,,,,,,,
什,10578,shén,sam6,,,sím,4seq,じゅう,じゅう,しゅう,hangeul=[[십]], [[집]]|rv=sip, jip|mr=sip, chip,,,,,,,,,,,,,
仁,10579,rén,jan4,,,,,に,に,じん,hangeul=인|rv=in|mr=in,,,,,,,,,,,,,,,,
仂,10580,lè,lak6,,,,,ろく,ろく,ろく,hangeul=[[륵]]|rv=reuk|mr=rŭk,,,,,,,,,,,,,,,,
仃,10581,dīng,ding1,,,,,てい,,,,,,,,,,,,,,,,,,,
仄,10582,zè,zak1,,,cheh,,そく,,,hangeul=측|rv=cheuk|mr=ch'ŭk,,,,,,,,,,,,,,,,
仆,10584,pū,fu6,phuk,,ak,2pheu,ふ,ふ,ふ,hangeul=부|rv=bu|mr=pu|y=pwu,,,,,,,,,,,,,,,,
仇,10585,chóu,sau4,sù,,siû,3zeu,きゅう,,,hangeul=구|rv=gu|mr=ku,,,,,,,,,,,,,,,,
仉,10587,zhǎng,zoeng2,,,,2tsaan,しょう,しょう,しょう,,,,,,,,,,,,,,,,,
介,10588,jiè,gaai3,kie,,kài,2jia,け,け,かい,hangeul=개,,,,,,,,,,,,,,,,
仍,10590,réng,jing4,yìn,,,3nyin,じょう,,,hangeul=잉|rv=ing|mr=ing,,,,,,,,,,,,,,,,
从,10591,,,,,,,しょう,,,,,,,,,,,,,,,,,,,
仔,10597,zǐ,zi2,chṳ́,,,,し,し,し,hangeul=자|rv=ja|mr=cha,,,,,,,,,,,,,,,,
仕,10598,shì,si6,,,,,じ,じ,し,hangeul=사,,,,,,,,,,,,,,,,
他,10599,tā,taa1,thâ,ta1,thaⁿ,1ta,た,た,た,hangeul=타,,,,,,,,,,,,,,,,
仗,10600,zhàng,zoeng3,,,tiǒng,,じょう,じょう,しょう,hangeul=장,,,,,,,,,,,,,,,,
付,10601,fù,fu6,,,hù,,ふ,ふ,ふ,hangeul=부|rv=bu|mr=pu,,,,,,,,,,,,,,,,
仙,10602,xiān,sin1,siên,,sian,,せん,せん,せん,hangeul=[[선]]|rv=seon|mr=sŏn,,,,,,,,,,,,,,,,
仛,10604,chà,,,,,,た,た,た,hangeul=[[차]], [[탁]]|rv=cha, tak|mr=ch'a, t'ak,,,,,,,,,,,,,
仜,10605,hóng,hung4,,,,,こう,,,,,,,,,,,,,,,,,,,
仝,10606,tóng,tung4,,,tông,,ずう,ずう,とう,hangeul=동|rv=dong|mr=tong,,,,,,,,,,,,,,,,
仞,10607,rèn,jan6,,,,,にん,にん,じん,hangeul=인|rv=in|mr=in,,,,,,,,,,,,,,,,
仟,10608,qiān,cin1,,,chheng,,せん,せん,せん,hangeul=천|rv=cheon|mr=ch'ŏn,,,,,,,,,,,,,,,,
仠,10609,gǎn,gon2,,,,,がん,がん,かん,,,,,,,,,,,,,,,,,
仡,10610,yì,ngat6,,,,,こち,こち,きつ,hangeul=흘|rv=heul|mr=hŭl,,,,,,,,,,,,,,,,
仢,10611,bó,bok6,,,,,はく,,,hangeul=작|rv=jak|mr=chak|y=cak,,,,,,,,,,,,,,,,
代,10612,dài,doi6,thoi,toi4,,3de,だい,だい,たい,,,,,,,,,,,,,,,,,
令,10613,lìng,ling6,lin,,lēng,,りょう,りょう,れい,hangeul=령|rv=ryeong|mr=ryŏng|y=ryeng,,,,,,,,,,,,,,,,
以,10614,yǐ,ji5,yî,yi1,í,2i,い,い,い,hangeul=이|mr=i,,,,,,,,,,,,,,,,
仯,10624,chào,caau3,,,,,しょう,しょう,そう,,,,,,,,,,,,,,,,,
仰,10625,yǎng,joeng5,,,,,ごう,ごう,ぎょう,hangeul=앙|rv=ang|mr=ang,,,,,,,,,,,,,,,,
仲,10627,zhòng,zung6,,,,,じゅう,じゅう,ちゅう,hangeul=중|rv=jung|mr=chung,,,,,,,,,,,,,,,,
仵,10630,wǔ,ng5,,,,,こ,,,hangeul=오|rv=o|mr=o,,,,,,,,,,,,,,,,
件,10631,jiàn,gin6,khien,,kiǎⁿ,2ji,げん,げん,けん,hangeul=건,,,,,,,,,,,,,,,,
价,10632,jiè,gaai3,,,,,け,け,かい,hangeul=개|rv=gae|mr=kae,,,,,,,,,,,,,,,,
仸,10633,yǎo,jiu2,,,,,,,,,,,,,,,,,,,,,,,,
仹,10634,fēng,fung1,,,,,,,,,,,,,,,,,,,,,,,,
任,10636,rèn,jam6,yim,,,3zen,にん,にん,じん,,,,,,,,,,,,,,,,,
份,10638,fèn,fan6,fun,,hūn,,ひん,,,hangeul=빈|rv=bin|mr=pin,,,,,,,,,,,,,,,,
仿,10640,fǎng,fong2,,,hóng,,ほう,ほう,ほう,hangeul=방|rv=bang|mr=pang|y=pang,,,,,,,,,,,,,,,,
伀,10641,zhōng,zung1,,,,,しゅ,しゅ,しょう,hangeul=종|rv=jong|mr=chong,,,,,,,,,,,,,,,,
伂,10643,,,,,,,はい,,,,,,,,,,,,,,,,,,,
伄,10645,diào,diu3,,,,,ちょう,,,,,,,,,,,,,,,,,,,
伆,10647,wù,mat6,,,,,,,,,,,,,,,,,,,,,,,,
伈,10649,xǐn,sam2,,,,,しん,,,hangeul=[[심]], [[침]]|rv=sim, chim|mr=sim, ch'im,,,,,,,,,,,,,
伉,10650,kàng,kong3,,,,,こう,こう,,hangeul=항|rv=hang|mr=hang,,,,,,,,,,,,,,,,
伊,10651,yī,ji1,yî,,,1i,い,い,い,hangeul=이|mr=yi,,,,,,,,,,,,,,,,
伋,10652,jí,kap1,,,,,きゅう,きゅう,きゅう,hangeul=급|rv=geup|mr=kŭp,,,,,,,,,,,,,,,,
伍,10654,wǔ,ng5,,,gó͘,,ご,ご,ご,hangeul=오|rv=o|mr=o,,,,,,,,,,,,,,,,
伎,10655,jì,gei6,,,,,き,,,hangeul=[[기]]|rv=gi|mr=ki,,,,,,,,,,,,,,,,
伏,10656,fú,buk6,fu̍k,,ho̍k,,ぶく,ぶく,ふく,hangeul=[[복]], [[부]]|rv=bok, bu|mr=pok, pu|y=pok, pwu, pwuk,,,,,,,,,,,
休,10658,xiū,jau1,hiû,hiu1,hiu,,く,く,きゅう,,,,,,,,,,,,,,,,,
伭,10688,xián,jin4,,,,,けん,,,,,,,,,,,,,,,,,,,
伯,10693,bó,baak3,pak,,,,ひゃく,ひゃく,はく,맏|백,,,,,,,,,,,,,,,,
估,10715,gū,gu2,kû,,kó͘,2ku,く,く,こ,hangeul=고|rv=go|mr=ko|y=ko,,,,,,,,,,,,,,,,
伱,10716,,,,,,,に,に,じ,,,,,,,,,,,,,,,,,
伴,10719,bàn,bun6,phân,,,,ばん,ばん,はん,hangeul=반|rv=ban|mr=pan,,,,,,,,,,,,,,,,
伶,10721,líng,ling4,làng,,,,りょう,りょう,れい,hangeul=령|rv=ryeong|mr=ryŏng,,,,,,,,,,,,,,,,
伷,10722,zhòu,zau6,,,,,ちゅう,,,,,,,,,,,,,,,,,,,
伸,10723,shēn,san1,chhûn,,chhun,,しん,,,hangeul=신|rv=sin|mr=sin,,,,,,,,,,,,,,,,
伹,10724,qū,ceoi1,,,,,しょ|kun=つたな,,,,,,,,,,,,,,,,,,,
伺,10725,sì,zi6,,,,,し,し,し,hangeul=사|rv=sa|mr=sa,,,,,,,,,,,,,,,,
伻,10726,bēng,ping4,,,,,ひょう,ひょう,ほう,hangeul=팽|rv=paeng|mr=p'aeng,,,,,,,,,,,,,,,,
似,10727,sì,ci5,,,sāi,,じ,じ,し,hangeul=사|rv=sa|mr=sa,,,,,,,,,,,,,,,,
伽,10728,qié,ke4,,,,,ぎゃ,ぎゃ,きゃ,hangeul=가|eumhun=[[절]]|rv=ga|mr=ka,,,,,,,,,,,,,,,,
伾,10729,pī,pei1,,,,,ひ,,,hangeul=비|rv=bi|mr=pi,,,,,,,,,,,,,,,,
伿,10730,yì,ji6,,,,,い,,,,,,,,,,,,,,,,,,,
佀,10731,,,,,,,し,,,hangeul=사|rv=sa|mr=sa,,,,,,,,,,,,,,,,
佁,10732,yǐ,ji4,,,,,あい,,,hangeul=이|rv=i|mr=i,,,,,,,,,,,,,,,,
佂,10733,zhēng,zing1,,,,,しょう,,,hangeul=정|rv=jeong|mr=chŏng,,,,,,,,,,,,,,,,
佃,10734,tián,tin4,,,,,でん,でん,てん,hangeul=전|rv=jeon|mr=chŏn,,,,,,,,,,,,,,,,
佅,10736,mài,maai6,,,,,,,,,,,,,,,,,,,,,,,,
但,10737,dàn,daan6,than,,tān,2te,だん,だん,たん,hangeul=단|rv=dan|mr=tan,,,,,,,,,,,,,,,,
佇,10738,zhù,cyu5,,,,,じょ,じょ,ちょ,hangeul=저|rv=jeo|mr=chŏ|y=ce,,,,,,,,,,,,,,,,
佈,10739,bù,bou3,,,pò͘,,ほ,,,hangeul=포|rv=po|mr=p'o,,,,,,,,,,,,,,,,
佉,10740,qū,keoi1,,,,,か,か,きゃ,hangeul=[[구]], [[거]]|rv=gu, geo|mr=ku, kŏ,,,,,,,,,,,,,
佊,10741,bǐ,bei2,,,,,,,,hangeul=피|rv=pi|mr=p'i,,,,,,,,,,,,,,,,
佋,10742,zhāo,,,,,,じょう,じょう,しょう,hangeul=소|rv=so|mr=so,,,,,,,,,,,,,,,,
佌,10743,cǐ,ci2,,,,,し,し,し,,,,,,,,,,,,,,,,,
位,10744,wèi,wai6,vi,vi4,ūi,3hhue,い,い,い,hangeul=위|mr=wi,,,,,,,,,,,,,,,,
住,10746,zhù,zyu6,chhu,,,3zr,じゅう,じゅう,ちゅう,hangeul=주|mr=chu,,,,,,,,,,,,,,,,
佐,10806,zuǒ,zo3,chó,,chó͘,,さ,さ,さ,돕다|도울|좌,,,,,,,,,,,,,,,,
佑,10807,yòu,jau6,,,,3hhieu,う,う,ゆう,hangeul=우|rv=u|mr=u,,,,,,,,,,,,,,,,
佒,10808,yāng,joeng2,,,,,おう,おう,おう,hangeul=앙|rv=ang|mr=ang,,,,,,,,,,,,,,,,
体,10809,bèn,ban6,,,,,たい,たい,てい,,,,,,,,,,,,,,,,,
佔,10810,zhàn,zim3,cham,,chiàm,,ちん,ちん,せん,hangeul=점|rv=jeom|mr=chŏm,,,,,,,,,,,,,,,,
佖,10811,bì,bit1,,,,,びち,びち,ひつ,hangeul=필|rv=pil|mr=p'il,,,,,,,,,,,,,,,,
佗,10812,tuó,to4,,,tô,,た,,,hangeul=타|rv=ta|mr=t'a,,,,,,,,,,,,,,,,
余,10814,yú,jyu4,yì,,,3hhy,よ,よ,よ,hangeul=여|rv=yeo|mr=yŏ,,,,,,,,,,,,,,,,
佚,10815,yì,jat6,,,e̍k,,いち,いち,いつ,hangeul=[[일]], [[질]]|rv=il, jil|mr=il, chil,,,,,,,,,,,,,
佛,10816,fó,fat6,fu̍t,fud6,,5veq,ぶつ,ぶつ,ふつ,hangeul=[[불]], [[필]],,,,,,,,,,,,,,,
作,10817,zuò,zok3,chok,zog5,chok,4tsoq,さく,さく,さく,hangeul=[[작]], [[주]]|mr=chak, chu,,,,,,,,,,,,,,
佝,10818,gōu,kau3,,,,,く,く,こう,hangeul=구|rv=gu|mr=ku,,,,,,,,,,,,,,,,
佞,10819,nìng,ning6,,,,,ねい,,,hangeul=녕|rv=nyeong|mr=nyŏng,,,,,,,,,,,,,,,,
佟,10820,tóng,tung4,,,,,ず,ず,とう,hangeul=퉁|rv=tung|mr=t'ung,,,,,,,,,,,,,,,,
佩,10830,pèi,pui3,phi,,pōe,,はい,,,hangeul=패|rv=pae|mr=p'ae,,,,,,,,,,,,,,,,
佪,10831,huí,,,,,,え,え,かい,hangeul=회|rv=hoe|mr=hoe,,,,,,,,,,,,,,,,
佫,10832,gé,gaak3,,,,,かく,,,,,,,,,,,,,,,,,,,
佮,10835,gé,gap3,,,kap,,こう,,,hangeul=합|eumhun=|rv=hap|mr=hap|y=hap,,,,,,,,,,,,,,,,
佯,10836,yáng,joeng4,,,,,よう,よう,よう,hangeul=양|rv=yang|mr=yang,,,,,,,,,,,,,,,,
佰,10837,bǎi,baak3,,,pah,,びゃく,びゃく,はく,hangeul=백|rv=baek|mr=paek,,,,,,,,,,,,,,,,
佳,10840,jiā,gaai1,kâ,,kai,,け,け,かい,hangeul=[[가]], [[개]]|rv=ga, gae|mr=ka, kae|eumhun=[[아름답다|아름다울]],,,,,,,,,,,,,
佴,10841,èr,ji6,,,,,じ,,,hangeul=이|rv=i|mr=i,,,,,,,,,,,,,,,,
併,10842,bìng,bing3,,,pèng,,ひょう,ひょう,へい,hangeul=병|rv=byeong|mr=pyŏng,,,,,,,,,,,,,,,,
佶,10843,jí,gat1,,,,,ごち,ごち,きつ,hangeul=길|rv=gil|mr=kil,,,,,,,,,,,,,,,,
佸,10845,huó,kut3,,,,,かつ,,,hangeul=괄|rv=gwal|mr=kwal,,,,,,,,,,,,,,,,
佹,10846,guǐ,gwai2,,,,,き,,,hangeul=궤|rv=gwe|mr=kwe,,,,,,,,,,,,,,,,
佺,10847,quán,cyun4,,,,,せん,,,hangeul=전|rv=jeon|mr=chŏn,,,,,,,,,,,,,,,,
佻,10848,tiāo,tiu4,,,,,じょう,じょう,ちょう,hangeul=조|rv=jo|mr=cho,,,,,,,,,,,,,,,,
佼,10849,jiǎo,gaau2,,,,,こう,きょう,こう,hangeul=교|rv=gyo|mr=kyo,,,,,,,,,,,,,,,,
佾,10851,yì,jat6,,,,,いち,いち,いつ,hangeul=일|rv=il|mr=il,,,,,,,,,,,,,,,,
使,10852,shǐ,sai2,sṳ́,,sái,2sr,し,し,し,hangeul=[[사]], [[시]]|rv=sa, si|mr=sa, si,,,,,,,,,,,,,
侀,10853,xíng,jing4,,,,,けい,,,hangeul=형|rv=hyeong|mr=hyŏng,,,,,,,,,,,,,,,,
侁,10854,shēn,san1,,,,,しん,,,hangeul=신|rv=sin|mr=sin,,,,,,,,,,,,,,,,
侂,10855,tuō,tok3,,,,,たく,,,hangeul=탁|rv=tak|mr=t'ak,,,,,,,,,,,,,,,,
侃,10856,kǎn,hon2,,,án,,かん,かん,かん,hangeul=간|rv=gan|mr=kan,,,,,,,,,,,,,,,,
侄,10857,,,,,,,しつ,,,hangeul=질|rv=jil|mr=chil,,,,,,,,,,,,,,,,
侅,10858,gāi,goi1,,,,,かい,,,hangeul=해|rv=hae|mr=hae,,,,,,,,,,,,,,,,
來,10859,lái,loi4,lòi,loi2,lâi,3le,らい,らい,らい,오다|올|래,,,,,,,,,,,,,,,,
侈,10861,chǐ,ci2,,,chhír,,し,し,し,hangeul=치|rv=chi|mr=ch'i,,,,,,,,,,,,,,,,
侉,10862,kuǎ,kwaa2,,,,,か,,,hangeul=과|rv=gwa|mr=kwa,,,,,,,,,,,,,,,,
侊,10863,guāng,gong1,,,,,こう,こう,こう,hangeul=광|rv=gwang|mr=kwang,,,,,,,,,,,,,,,,
例,10864,lì,lai6,li,li4,,3li,れ,れ,れい,hangeul=[[례]]>[[예]],,,,,,,,,,,,,,,,
侍,10866,shì,si6,sṳ,,sī,3zr,じ,じ,し,hangeul=시,,,,,,,,,,,,,,,,
侎,10867,mǐ,mei5,,,,,び,,,hangeul=미|rv=mi|mr=mi,,,,,,,,,,,,,,,,
侏,10868,zhū,zyu1,,,chu,,す,す,しゅ,hangeul=주|rv=ju|mr=chu,,,,,,,,,,,,,,,,
侐,10869,xù,gwik1,,,,,きょく,,,hangeul=혁|rv=hyeok|mr=hyŏk,,,,,,,,,,,,,,,,
侑,10870,yòu,jau6,,,,,う,う,ゆう,hangeul=유|rv=yu|mr=yu,,,,,,,,,,,,,,,,
侒,10871,ān,on1,,,,,あん,,,hangeul=안|rv=an|mr=an,,,,,,,,,,,,,,,,
侔,10873,móu,mau4,,,,,ぼう,,,hangeul=모|rv=mo|mr=mo,,,,,,,,,,,,,,,,
侖,10875,lún,leon4,,,lûn,,りん,りん,りん,hangeul=[[륜]]>[[윤]]|eumhun=|rv=ryun>yun|mr=ryun>yun|y=lyun>yun,,,,,,,,,,,,,,,,
侘,10877,chà,caa3,,,,,ちゃ,ちゃ,た,hangeul=차|rv=cha|mr=ch'a,,,,,,,,,,,,,,,,
侙,10878,chī,cik1,,,,,ちょく,,,hangeul=칙|rv=chik|mr=ch'ik,,,,,,,,,,,,,,,,
侚,10879,xùn,seon1,,,,,しゅん,,,hangeul=순|rv=sun|mr=sun,,,,,,,,,,,,,,,,
供,10880,gōng,gung1,kiûng,,,1kon,く,く,きょう,hangeul=공|mr=kong,,,,,,,,,,,,,,,,
侜,10881,zhōu,zau1,,,,,ちゅう,,,hangeul=주|rv=ju|mr=chu,,,,,,,,,,,,,,,,
依,10883,yī,ji1,yî,,i,,え,え,い,hangeul=의|rv=ui|mr=ŭi,,,,,,,,,,,,,,,,
侣,10889,,,,,,,,,,,,,,,,,,,,,,,,,,
侮,10902,wǔ,mou5,,,bú,,む,む,ぶ,hangeul=모|rv=mo|mr=mo,,,,,,,,,,,,,,,,
侯,10903,hóu,hau4,,,hiô,,ぐ,ぐ,こう,hangeul=[[후]], [[혜]]|eumhun=제후, 어조사 혜|rv=hu, hye|mr=hu, hye|y=hwu, hyey,,,,,,,,,,,
