,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28
2484,幫,14959.0,bāng,bong1,pông,,pang,1paan,ほう,,,hangeul=방|rv=bang|mr=pang,,,,,,,,,,,,,,,,
2485,幬,14960.0,chóu,dou6,,,,,ちゅう,,,주,,,,,,,,,,,,,,,,
2486,幭,14961.0,,,,,,,べつ,,,,,,,,,,,,,,,,,,,
2487,幮,14962.0,chú,cyu4,,,,,ちゅ,,,,,,,,,,,,,,,,,,,
2488,幯,14963.0,,,,,,,せつ,,,,,,,,,,,,,,,,,,,
2489,幰,14964.0,xiǎn,hin2,,,,,けん,,,hangeul=헌,,,,,,,,,,,,,,,,
2490,幱,14965.0,,,,,,,らん,,,hangeul=란|rv=ran|mr=ran,,,,,,,,,,,,,,,,
2491,干,14966.0,gān,gon1,kôn,,kan,1koe,かん,かん,かん,방패|간,,,,,,,,,,,,,,,,
2492,平,14967.0,píng,ping4,phiàng,pin2,,3bin,びょう,びょう,へい,hangeul=[[평]], [[편]],,,,,,,,,,,,,,,
2493,幵,14968.0,jiān,gin1,,,ian,,けん,,,견,,,,,,,,,,,,,,,,
2494,并,14969.0,bīng,bing1,,,,,ひょう,ひょう,へい,hangeul=병|rv=byeong|mr=pyŏng,,,,,,,,,,,,,,,,
2495,幸,14971.0,xìng,hang6,hen,hên4,hěng,,ぎょう,ぎょう,こう,hangeul=행|rv=haeng|mr=haeng,,,,,,,,,,,,,,,,
2496,幹,14972.0,gàn,gon3,,,kàn,2koe,かん,かん,かん,hangeul=[[간]]|rv=gan|mr=kan,,,,,,,,,,,,,,,,
2497,幺,14973.0,yāo,jiu1,yêu,,io,,よう,,,hangeul=요|rv=yo|mr=yo,,,,,,,,,,,,,,,,
2498,幻,14974.0,huàn,waan6,,fam4,,2ue,げん,げん,かん,hangeul=[[환]]|rv=hwan|mr=hwan,,,,,,,,,,,,,,,,
2499,幼,14975.0,yòu,jau3,yu,,iù,2ieu,ゆう,ゆう,ゆう,hangeul=유|rv=yu|mr=yu,,,,,,,,,,,,,,,,
2500,幽,14976.0,yōu,jau1,,,iu,,ゆう,ゆう,ゆう,hangeul=유|rv=yu|mr=yu,,,,,,,,,,,,,,,,
2501,幾,14977.0,jǐ,gei2,kí,,kúi,2ji,け,け,き,hangeul=기,,,,,,,,,,,,,,,,
2502,广,14978.0,yǎn,jim2,,,,,こう,,,,,,,,,,,,,,,,,,,
2503,庀,14979.0,pǐ,pei2,,,,,ひ,,,,,,,,,,,,,,,,,,,
2504,庁,14980.0,,,,,,,ちょう,ちょう,てい,hangeul=청|rv=cheong|mr=ch'ŏng,,,,,,,,,,,,,,,,
2505,庄,14983.0,,,,,,,しょう,しょう,そう,hangeul=[[장]]|rv=jang|mr=chang,,,,,,,,,,,,,,,,
2506,庇,14986.0,bì,bei3,,,pì,,ひ,ひ,ひ,hangeul=비|rv=bi|mr=pi,,,,,,,,,,,,,,,,
2507,庈,14987.0,qín,kam4,,,,,ごん,ごん,きん,,,,,,,,,,,,,,,,,
2508,庉,14988.0,dùn,tyun4,,,,,どん,どん,とん,,,,,,,,,,,,,,,,,
2509,床,14989.0,chuáng,cong4,chhòng,,chhn̂g,3zaan,じょう,じょう,そう,hangeul=상,,,,,,,,,,,,,,,,
2510,庋,14990.0,jǐ,gei2,,,,,き,,,기,,,,,,,,,,,,,,,,
2511,庌,14991.0,,,,,,,が,,,,,,,,,,,,,,,,,,,
2512,庍,14992.0,,,,,,,はい,,,,,,,,,,,,,,,,,,,
2513,序,14994.0,xù,zeoi6,,,sǐr,,じょ,じょ,しょ,hangeul=서|rv=seo|mr=sŏ,,,,,,,,,,,,,,,,
2514,庖,15001.0,páo,paau4,,,pâu,,ほう,,,포,,,,,,,,,,,,,,,,
2515,店,15003.0,diàn,dim3,tiam,,tiàm,2ti,てん,てん,てん,,,,,,,,,,,,,,,,,
2516,庘,15004.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2517,庚,15006.0,gēng,gang1,kâng,,keⁿ,,きょう,きょう,こう,별|경,,,,,,,,,,,,,,,,
2518,庛,15007.0,,,,,,,し,,,,,,,,,,,,,,,,,,,
2519,府,15008.0,fǔ,fu2,fú,,hú,2fu,ふ,ふ,ふ,hangeul=[[부]]|rv=bu|mr=pu,,,,,,,,,,,,,,,,
2520,庠,15012.0,xiáng,coeng4,,,,,ぞう,ぞう,しょう,상,,,,,,,,,,,,,,,,
2521,庡,15013.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2522,庢,15014.0,zhì,zat6,,,,,ちつ,,,,,,,,,,,,,,,,,,,
2523,庣,15015.0,,,,,,,てう,,,,,,,,,,,,,,,,,,,
2524,庤,15016.0,zhì,zi6,,,,,ち,,,,,,,,,,,,,,,,,,,
2525,庥,15017.0,xiū,jau1,,,,,く,く,きゅう,,,,,,,,,,,,,,,,,
2526,度,15018.0,dù,dou6,thu,,tō͘,3du,ど,ど,と,hangeul=[[도]], [[탁]],,,,,,,,,,,,,,,
2527,座,15019.0,zuò,zo6,chho,,chǒ͘,3zu,ざ,ざ,さ,hangeul=좌,,,,,,,,,,,,,,,,
2528,庨,15020.0,xiāo,haau1,,,,,こう,,,,,,,,,,,,,,,,,,,
2529,庪,15022.0,guǐ,gei2,,,,,き,き,き,,,,,,,,,,,,,,,,,
2530,庫,15023.0,kù,fu3,,ku4,ò͘,,く,く,こ,hangeul=고|rv=go|mr=ko,,,,,,,,,,,,,,,,
2531,庭,15025.0,tíng,ting4,,,tiâⁿ,3din,じょう,じょう,てい,hangeul=정|rv=jeong|mr=chŏng,,,,,,,,,,,,,,,,
2532,庮,15026.0,,,,,,,いう,,,,,,,,,,,,,,,,,,,
2533,庯,15027.0,bū,bou1,,,,,ふ,ふ,ほ,,,,,,,,,,,,,,,,,
2534,庰,15028.0,,,,,,,へい,,,,,,,,,,,,,,,,,,,
2535,庱,15029.0,,,,,,,ちょう,,,,,,,,,,,,,,,,,,,
2536,庲,15030.0,,,,,,,らい,,,,,,,,,,,,,,,,,,,
2537,庳,15031.0,,,,,,,ひ,,,비,,,,,,,,,,,,,,,,
2538,庴,15033.0,jí,zik6,,,,,せき,,,,,,,,,,,,,,,,,,,
2539,庶,15037.0,shù,syu3,,,sìr,,しょ,しょ,しょ,여러|서,,,,,,,,,,,,,,,,
2540,康,15039.0,kāng,hong1,,kong1,ng,,こう,こう,こう,편안하다|편안할|강,,,,,,,,,,,,,,,,
2541,庸,15042.0,yōng,jung4,,,,,よう,,,용,,,,,,,,,,,,,,,,
2542,庽,15049.0,,,,,,,どう,,,,,,,,,,,,,,,,,,,
2543,庾,15050.0,yǔ,jyu5,,,jú,,ゆ,,,유,,,,,,,,,,,,,,,,
2544,庿,15051.0,,,,,,,みょう,みょう,びょう,,,,,,,,,,,,,,,,,
2545,廀,15052.0,,,,,,,そう,,,,,,,,,,,,,,,,,,,
2546,廂,15054.0,xiāng,soeng1,,,,,そう,そう,しょう,hangeul=상|rv=sang|mr=sang,,,,,,,,,,,,,,,,
2547,廄,15056.0,jiù,gau3,,,,,,,,hangeul=구|rv=gu|mr=ku,,,,,,,,,,,,,,,,
2548,廅,15057.0,è,ap1,,,,,おう,おう,こう,,,,,,,,,,,,,,,,,
2549,廆,15058.0,,,,,,,かい,,,,,,,,,,,,,,,,,,,
2550,廉,15061.0,lián,lim4,liàm,liam2,liâm,,れん,れん,れん,hangeul=렴|rv=ryeom|mr=ryŏm|y=lyem,,,,,,,,,,,,,,,,
2551,廊,15062.0,láng,long4,,,lông,,ろう,ろう,ろう,,,,,,,,,,,,,,,,,
2552,廋,15063.0,,,,,,,しゅう,,,수,,,,,,,,,,,,,,,,
2553,廌,15064.0,zhì,zaai6,,,,,ち,,,hangeul=[[치]]|eumhun=|rv=chi|mr=ch'i|y=chi,,,,,,,,,,,,,,,,
2554,廑,15069.0,jǐn,gan2,,,,,きん,,,hangeul=근,,,,,,,,,,,,,,,,
2555,廓,15071.0,kuò,kwok3,,,ok,,かく,かく,かく,hangeul=[[곽]], [[확]]|rv=gwak, hwak|mr=kwak, hwak,,,,,,,,,,,,,
2556,廔,15072.0,lóu,lau4,,,,,ろう,,,,,,,,,,,,,,,,,,,
2557,廘,15076.0,lù,luk6,,,,,ろく,,,,,,,,,,,,,,,,,,,
2558,廙,15077.0,,,,,,,よく,,,,,,,,,,,,,,,,,,,
2559,廚,15078.0,chú,cyu4,chhù,,tô͘,,ず,ず,ちゅう,hangeul=[[주]]|rv=ju|mr=chu,,,,,,,,,,,,,,,,
2560,廛,15079.0,chán,cin4,,,tiân,,でん,でん,てん,hangeul=전|rv=jeon|mr=chŏn,,,,,,,,,,,,,,,,
2561,廝,15081.0,sī,si1,,,sir,,し,,,시,,,,,,,,,,,,,,,,
2562,廞,15082.0,xīn,jam1,,,,,こん,こん,きん,hangeul=흠|rv=heum|mr=hŭm,,,,,,,,,,,,,,,,
2563,廟,15083.0,miào,miu6,meu,miau4,biō,3miau,みょう,みょう,,hangeul=묘,,,,,,,,,,,,,,,,
2564,廠,15084.0,chǎng,cong2,,,,2tshan,しょう,しょう,しょう,창,,,,,,,,,,,,,,,,
2565,廡,15085.0,wǔ,mou5,,,bú,,む,む,ぶ,무,,,,,,,,,,,,,,,,
2566,廢,15086.0,fèi,fai3,fi,fi4,,2fi,ほ,ほ,はい,폐하다,버리다|폐,,,,,,,,,,,,,,,
2567,廣,15087.0,guǎng,gwong2,kóng,guong3,kóng,2kuaan,こう,,,hangeul=광|eumhun=넓을,,,,,,,,,,,,,,,,
2568,廥,15089.0,,,,,,,かい,,,hangeul=괴|rv=goe|mr=koe,,,,,,,,,,,,,,,,
2569,廦,15090.0,,,,,,,へき,,,,,,,,,,,,,,,,,,,
2570,廧,15091.0,,,,,,,しゃう,,,hangeul=장|rv=jang|mr=chang,,,,,,,,,,,,,,,,
2571,廨,15092.0,,,,,,,かい,,,hangeul=해|rv=hae|mr=hae,,,,,,,,,,,,,,,,
2572,廩,15093.0,lǐn,lam5,,,,,りん,,,hangeul=름|rv=reum|mr=rŭm,,,,,,,,,,,,,,,,
2573,廬,15096.0,lú,lou4,,,lîr,,ろ,ろ,りょ,hangeul=려|rv=ryeo|mr=ryŏ,,,,,,,,,,,,,,,,
2574,廮,15098.0,,,,,,,えい,,,,,,,,,,,,,,,,,,,
2575,廯,15099.0,,,,,,,せん,せん,せん,,,,,,,,,,,,,,,,,
2576,廱,15101.0,yōng,jung1,,,,,よう,,,hangeul=옹|rv=ong|mr=ong|y=ong,,,,,,,,,,,,,,,,
2577,廲,15102.0,lí,lai4,,,,,れい,,,,,,,,,,,,,,,,,,,
2578,廳,15103.0,tīng,teng1,thâng,,thiaⁿ,,ちょう,ちょう,てい,hangeul=청|rv=cheong|mr=ch'ŏng|y=cheng,,,,,,,,,,,,,,,,
2579,廴,15104.0,yǐn,jan2,yín,,in,,いん,,,hangeul=인|rv=in|mr=in|y=in|eumhun=[[길게]] [[걸을]]|ehrv=gilge geol-eul,,,,,,,,,,,,,,,,
2580,延,15106.0,yán,jin4,yèn,,,3hhi,えん,えん,えん,,,,,,,,,,,,,,,,,
2581,廷,15107.0,tíng,ting4,,,têng,3din,じょう,じょう,てい,hangeul=정|rv=jeong|mr=chŏng,,,,,,,,,,,,,,,,
2582,建,15110.0,jiàn,gin3,kien,,kiàn,2ji,こん,こん,けん,세우다|세울|건,,,,,,,,,,,,,,,,
2583,廾,15114.0,,,,,,,く,く,きょう,hangeul=공|rv=gong|mr=kong|y=kong|eumhun=받들|ehrv=batdeul,,,,,,,,,,,,,,,,
2584,廿,15115.0,niàn,jaa6,,,,,にゅう,にゅう,じゅう,스물|입,,,,,,,,,,,,,,,,
2585,弁,15120.0,biàn,bin6,,,,,べん,べん,はん,hangeul=[[변]], [[반]]|eumhun=|rv=byeon, ban|mr=pyŏn, pan|y=pyen, pan,,,,,,,,,,,,
2586,异,15121.0,yì,,,,,,い,,,,,,,,,,,,,,,,,,,
2587,弃,15122.0,,,,,,,き,,,hangeul=기|eumhun=|rv=gi|mr=ki|y=ki,,,,,,,,,,,,,,,,
2588,弄,15123.0,nòng,lung6,nung,,lāng,3lon,る,る,ろう,hangeul=[[롱]]>[[농]]|eumhun=|rv=rong>nong|mr=rong>nong|y=long>nong,,,,,,,,,,,,,,,,
2589,弅,15124.0,,,,,,,ふん,,,,,,,,,,,,,,,,,,,
2590,弆,15125.0,jǔ,geoi2,,,,,きょ,,,,,,,,,,,,,,,,,,,
2591,弇,15126.0,yǎn,jim2,,,,,えん,,,감,,,,,,,,,,,,,,,,
2592,弈,15127.0,yì,jik6,yi̍t,,ia̍k,,えき,,,혁,,,,,,,,,,,,,,,,
2593,弋,15130.0,yì,jik6,yi̍t,,e̍k,,よく,,,익,,,,,,,,,,,,,,,,
2594,弌,15131.0,,,,,,,いち,いち,いつ,,,,,,,,,,,,,,,,,
2595,弍,15133.0,,,,,,,に,に,じ,hangeul=이|eumhun=|rv=i|mr=i|y=i,,,,,,,,,,,,,,,,
2596,弎,15134.0,,,,,,,さん,,,,,,,,,,,,,,,,,,,
2597,式,15136.0,shì,sik1,sṳt,sed5,,4seq,しき,しき,しょく,법|식,,,,,,,,,,,,,,,,
2598,弑,15140.0,,,,,,,し,し,し,hangeul=시|eumhun=|rv=si|mr=si|y=si,,,,,,,,,,,,,,,,
2599,弓,15143.0,gōng,gung1,kiûng,giung1,keng,1kon,く,く,きゅう,hangeul=궁|eumhun=활,,,,,,,,,,,,,,,,
2600,弔,15144.0,dì,dik1,,,,,ちょう,ちょう,ちょう,hangeul=[[조]], [[적]]|eumhun=|rv=jo, jeok|mr=cho, chŏk|y=co, cek,,,,,,,,,,,,
2601,引,15147.0,yǐn,jan5,yîn,,,,いん,いん,いん,hangeul=인|eumhun=끌|rv=in|mr=in|y=in,,,,,,,,,,,,,,,,
2602,弗,15149.0,fú,fat1,,fud5,hut,,ほち,ほち,ふつ,아니다|아닐|불,,,,,,,,,,,,,,,,
2603,弘,15151.0,hóng,wang4,,,hông,,ぐ,ぐ,こう,크다|클|홍,,,,,,,,,,,,,,,,
2604,弛,15154.0,chí,ci2,,,,,し,し,し,hangeul=[[이]], [[치]]|eumhun=|rv=i, chi|mr=i, ch'i|y=i, chi,,,,,,,,,,,,
2605,弜,15155.0,jiàng,koeng5,,,,,きょう,,,,,,,,,,,,,,,,,,,
2606,弝,15156.0,bà,baa3,,,,,へ,へ,は,,,,,,,,,,,,,,,,,
2607,弞,15157.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2608,弟,15158.0,dì,dai6,thi,,,3di,だい,だい,てい,hangeul=제|eumhun=아우|ehrv=au|ehmr=au|ehy=awu,,,,,,,,,,,,,,,,
2609,弢,15161.0,tāo,tou1,,,,,とう,,,hangeul=도|eumhun=|rv=do|mr=to|y=to,,,,,,,,,,,,,,,,
2610,弣,15162.0,fǔ,fu2,,,,,ふ,,,,,,,,,,,,,,,,,,,
2611,弤,15163.0,dǐ,dai2,,,,,てい,,,,,,,,,,,,,,,,,,,
2612,弦,15165.0,xián,,hièn,hian2,hiân,3hhi,げん,げん,けん,hangeul=현|eumhun=|rv=hyeon|mr=hyŏn|y=hyen,,,,,,,,,,,,,,,,
2613,弧,15166.0,hú,wu4,,,hô͘,3hhu,ご,ご,こ,hangeul=[[호]]|eumhun=|mr=ho|y=ho,,,,,,,,,,,,,,,,
2614,弨,15167.0,chāo,ciu1,,,,,せう,,,,,,,,,,,,,,,,,,,
2615,弩,15168.0,nǔ,nou5,,,,,ぬ,ぬ,ど,hangeul=노|eumhun=|rv=no|mr=no|y=no,,,,,,,,,,,,,,,,
2616,弬,15171.0,yí,ji4,,,,,い,,,,,,,,,,,,,,,,,,,
2617,弭,15172.0,mǐ,mai5,,,bí,,び,,,미,,,,,,,,,,,,,,,,
2618,弮,15173.0,quān,hyun1,,,,,けん,,,,,,,,,,,,,,,,,,,
2619,弰,15175.0,shāo,saau1,,,,,しょう,しょう,そう,,,,,,,,,,,,,,,,,
2620,弱,15176.0,ruò,joek6,ngio̍k,,jio̍h,5zaq,にゃく,にゃく,じゃく,약하다|약,,,,,,,,,,,,,,,,
2621,弲,15177.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2622,弴,15179.0,diāo,diu1,,,,,とん,,,hangeul=[[돈]], [[조]]|eumhun=|rv=don, jo|mr=ton, cho|y=ton, co,,,,,,,,,,,,
2623,張,15180.0,zhāng,zoeng1,chông,zong1,,1tsan,ちょう,ちょう,ちょう,hangeul=[[장]]|eumhun=|rv=jang|mr=chang|y=cang,,,,,,,,,,,,,,,,
2624,弶,15181.0,jiàng,koeng5,,,,,ぎょう,,,,,,,,,,,,,,,,,,,
2625,強,15182.0,qiáng,koeng4,khiòng,kiong2,,3jjian,ごう,ごう,きょう,강하다|강,,,,,,,,,,,,,,,,
2626,弸,15183.0,péng,pang4,,,,,ほう,,,,,,,,,,,,,,,,,,,
2627,弼,15187.0,bì,bat6,,,,,ひつ,,,hangeul=필|eumhun=|rv=pil|mr=p'il|y=phil,,,,,,,,,,,,,,,,
2628,弽,15188.0,shè,sip3,,,,,しょう,,,,,,,,,,,,,,,,,,,
2629,彀,15191.0,gòu,gau3,,,,,こう,,,구,,,,,,,,,,,,,,,,
2630,彃,15194.0,,,,,,,ひつ,,,,,,,,,,,,,,,,,,,
2631,彄,15195.0,kōu,kau1,,,,,こう,,,,,,,,,,,,,,,,,,,
2632,彆,15197.0,biè,bit3,,,,,,,,활 뒤틀릴|별,,,,,,,,,,,,,,,,
2633,彇,15198.0,xiāo,siu1,,,,,よう,,,,,,,,,,,,,,,,,,,
2634,彈,15199.0,tán,daan6,thàn,,tân,3de,だん,だん,たん,hangeul=탄|eumhun=|mr=t'an|y=than,,,,,,,,,,,,,,,,
2635,彉,15200.0,,,,,,,くわく,,,,,,,,,,,,,,,,,,,
2636,彊,15201.0,qiáng,koeng4,khiòng,,,3jjian,ごう,ごう,きょう,굳세다|굳셀|강,,,,,,,,,,,,,,,,
2637,彋,15203.0,hóng,wang4,,,,,こう,,,,,,,,,,,,,,,,,,,
2638,彌,15204.0,mí,mei4,mì,ni3,bî,3mi,み,み,び,hangeul=미|eumhun=|rv=mi|mr=mi|y=mi,,,,,,,,,,,,,,,,
2639,彍,15205.0,,,,,,,かく,,,,,,,,,,,,,,,,,,,
2640,彎,15206.0,wān,waan1,vân,,oaiⁿ,1ue,えん,えん,わん,만,,,,,,,,,,,,,,,,
2641,彏,15207.0,,,,,,,くわく,,,,,,,,,,,,,,,,,,,
2642,彐,15208.0,jì,gai3,kì,,kè,,けい,,,hangeul=계|rv=gye|mr=kye|y=kyey|eumhun=,,,,,,,,,,,,,,,,
2643,彔,15212.0,lù,luk6,,,lio̍k,,ろく,,,hangeul=[[록]]>[[녹]]|eumhun=|rv=rok>nok|mr=rok>nok|y=lok>nok,,,,,,,,,,,,,,,,
2644,彖,15214.0,tuàn,teon3,,,thoàn,,たん,たん,たん,hangeul=단|eumhun=|rv=dan|mr=tan|y=tan,,,,,,,,,,,,,,,,
2645,彗,15215.0,huì,seoi6,,,hūi,3hhue,ずい,ずい,すい,hangeul=[[혜]], [[세]]|eumhun=|rv=hye, se|mr=hye, se|y=hyey, sey,,,,,,,,,,,,
2646,彘,15216.0,zhì,zi6,,,tē,3zr,てい,,,체,,,,,,,,,,,,,,,,
2647,彙,15217.0,huì,wai6,fi,,hōe,,い,い,い,hangeul=휘|eumhun=|rv=hwi|mr=hwi|y=hwi,,,,,,,,,,,,,,,,
2648,彠,15224.0,yuē,wok6,,,,,かく,,,,,,,,,,,,,,,,,,,
2649,彡,15225.0,shān,saam1,sam,,sam,,さん,,,,,,,,,,,,,,,,,,,
2650,形,15226.0,xíng,jing4,hìn,hin2,hêng,3hhin,ぎょう,ぎょう,けい,hangeul=[[형]]|eumhun=|mr=hyŏng|y=hyeng,,,,,,,,,,,,,,,,
2651,彣,15227.0,wén,man4,,,,,もん,もん,ぶん,,,,,,,,,,,,,,,,,
2652,彤,15228.0,tóng,tung4,,,tông,,とう,,,hangeul=[[동]]|eumhun=|rv=dong|mr=tong|y=tong,,,,,,,,,,,,,,,,
2653,彥,15229.0,yàn,jin6,,,,,げん,げん,げん,hangeul=언|eumhun=|rv=eon|mr=ŏn|y=en,,,,,,,,,,,,,,,,
2654,彧,15231.0,yù,juk1,,,,,いく,,,hangeul=욱|eumhun=|rv=uk|mr=uk|y=wuk,,,,,,,,,,,,,,,,
2655,彩,15233.0,cǎi,coi2,,,chhái,2tshe,さい,さい,さい,hangeul=채|eumhun=|rv=chae|mr=ch'ae|y=chay,,,,,,,,,,,,,,,,
2656,彪,15234.0,biāo,biu1,,,piau,,ひゅう,ひゅう,ひゅう,hangeul=표|eumhun=|rv=pyo|mr=p'yo|y=phyo,,,,,,,,,,,,,,,,
2657,彫,15235.0,,,,,,,ちょう,ちょう,ちょう,hangeul=조|eumhun=|rv=jo|mr=cho|y=co,,,,,,,,,,,,,,,,
2658,彬,15236.0,bīn,ban1,,,pin,,ひん,ひん,ひん,,,,,,,,,,,,,,,,,
2659,彭,15237.0,péng,paang4,,,,,ほう,,,hangeul=[[팽]], [[방]]|eumhun=|rv=paeng, bang|mr=p'aeng, pang|y=phayng, pang,,,,,,,,,,,,
2660,彯,15239.0,piǎo,piu1,,,,,ひょう,,,,,,,,,,,,,,,,,,,
2661,彰,15240.0,zhāng,zoeng1,,,,,しょう,しょう,しょう,hangeul=[[창]]|eumhun=|rv=chang|mr=ch'ang|y=chang,,,,,,,,,,,,,,,,
2662,影,15241.0,yǐng,jing2,yáng,,iáⁿ,2in,よう,よう,えい,hangeul=영,,,,,,,,,,,,,,,,
2663,彲,15242.0,,,,,,,ち,,,,,,,,,,,,,,,,,,,
2664,彳,15243.0,chì,cik1,chhit,,chhek,,ちゃく,ちゃく,てき,hangeul=척|eumhun=|rv=cheok|mr=ch'ŏk|y=chek,,,,,,,,,,,,,,,,
2665,彴,15244.0,zhuó,zoek3,,,,,しゃく,,,,,,,,,,,,,,,,,,,
2666,彶,15246.0,jí,gap1,,,,,きゅう,,,,,,,,,,,,,,,,,,,
2667,彷,15247.0,páng,pong4,,,,,ぼう,ぼう,ほう,방,,,,,,,,,,,,,,,,
2668,彸,15248.0,zhōng,zung1,,,,,しょう,,,,,,,,,,,,,,,,,,,
2669,役,15249.0,yì,jik6,yi̍t,yid6,ia̍h,5hhioq,やく,やく,えき,hangeul=역|eumhun=|rv=yeok|mr=yŏk|y=yek,,,,,,,,,,,,,,,,
2670,彺,15250.0,wáng,wong4,,,,,おう,,,,,,,,,,,,,,,,,,,
2671,彼,15252.0,bǐ,bei2,pí,,pí,2pi,ひ,ひ,ひ,저|피,,,,,,,,,,,,,,,,
2672,彽,15253.0,dī,dai1,,,,,たい,たい,てい,hangeul=[[지]]|eumhun=|rv=ji|mr=chi|y=ci,,,,,,,,,,,,,,,,
2673,彾,15254.0,,,,,,,れい,,,,,,,,,,,,,,,,,,,
2674,彿,15255.0,fú,fat1,,,hut,4feq,ほち,ほち,ふつ,hangeul=불|eumhun=|rv=bul|mr=pul|y=pul,,,,,,,,,,,,,,,,
2675,往,15256.0,wǎng,wong5,vông,,óng,2uaan,おう,おう,おう,hangeul=왕|eumhun=|rv=wang|mr=wang|y=wang,,,,,,,,,,,,,,,,
2676,征,15257.0,zhēng,zing1,,,,,せい,,,정,,,,,,,,,,,,,,,,
2677,徂,15258.0,cú,cou4,,,,,ぞ,ぞ,そ,조,,,,,,,,,,,,,,,,
2678,待,15261.0,dài,doi6,thai,tai4,,3de,だい,だい,たい,hangeul=대|eumhun=[[기다리다|기다릴]],,,,,,,,,,,,,,,,
2679,徇,15263.0,xùn,seon1,,,,,じゅん,じゅん,しゅん,hangeul=순|eumhun=|rv=sun|mr=sun|y=swun,,,,,,,,,,,,,,,,
2680,很,15264.0,hěn,han2,hàn,,,2hen,ごん,ごん,こん,hangeul=흔|eumhun=,,,,,,,,,,,,,,,,
2681,徉,15265.0,yáng,joeng4,,,,,よう,,,양,,,,,,,,,,,,,,,,
2682,徊,15266.0,huái,wui4,,,hôe,,え,え,かい,hangeul=회|eumhun=|rv=hoe|mr=hoe|y=hoy,,,,,,,,,,,,,,,,
2683,律,15267.0,lǜ,leot6,li̍t,,lu̍t,5liq,りち,りち,りつ,hangeul=[[률]]>[[율]],,,,,,,,,,,,,,,,
2684,後,15268.0,hòu,hau6,heu,,,3hheu,ぐ,ぐ,こう,hangeul=[[후]]|eumhun=|mr=hu|y=hwu,,,,,,,,,,,,,,,,
2685,徎,15270.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2686,徐,15272.0,xú,ceoi4,chhì,,,3xxi,じょ,じょ,しょ,hangeul=[[서]]|eumhun=천천히|rv=seo|mr=sŏ|y=se,,,,,,,,,,,,,,,,
2687,徑,15273.0,jìng,ging3,,,,,けい,,,경,,,,,,,,,,,,,,,,
2688,徒,15274.0,tú,tou4,thù,,tô͘,3du,と,ず,と,hangeul=도|eumhun=|rv=do|mr=to|y=to,,,,,,,,,,,,,,,,
2689,得,15279.0,dé,dak1,tet,,tit,4teq,とく,とく,とく,hangeul=득|eumhun=|mr=tŭk|y=tuk|rv=deuk,,,,,,,,,,,,,,,,
2690,徘,15280.0,pái,pui4,,,pâi,,はい,,,hangeul=배|eumhun=|rv=bae|mr=pae|y=pay,,,,,,,,,,,,,,,,
2691,徙,15281.0,xǐ,saai2,sái,sai3,,,し,し,し,hangeul=사|eumhun=,,,,,,,,,,,,,,,,
2692,徛,15283.0,jì,gei3,,,kì,,,,,,,,,,,,,,,,,,,,,
2693,徜,15284.0,cháng,soeng4,,,,,しょう,,,상,,,,,,,,,,,,,,,,
2694,從,15286.0,cóng,cung4,chhiùng,,,3zon,しゅ,しゅ,しょう,hangeul=[[종]], [[총]]|eumhun=|rv=jong, chong|mr=chong, ch'ong|y=cong, chong,,,,,,,,,,,,
2695,徠,15288.0,lái,loi4,,,,,らい,らい,らい,hangeul=[[래]]>[[내]]|eumhun=|rv=rae>nae|mr=rae>nae|y=lay>nay,,,,,,,,,,,,,,,,
2696,御,15289.0,yù,jyu6,,,gīr,,ご,ご,ぎょ,hangeul=[[어]], [[아]]|eumhun=|rv=eo, a|mr=ŏ, a|y=e, a,,,,,,,,,,,,
2697,徢,15290.0,,,,,,,しょう,,,,,,,,,,,,,,,,,,,
2698,徥,15293.0,shì,si6,,,,,,,,,,,,,,,,,,,,,,,,
2699,徧,15295.0,,,,,,,へん,,,편,,,,,,,,,,,,,,,,
2700,徨,15296.0,huáng,wong4,,,,,おう,おう,こう,황,,,,,,,,,,,,,,,,
2701,復,15297.0,fù,fuk6,fu̍k,,ho̍k,,ぶく,ぶく,ふく,hangeul=[[복]], [[부]]|eumhun=|rv=bok, bu|mr=pok, pu|y=pok, pu,,,,,,,,,,,,
2702,循,15298.0,xún,ceon4,,,sûn,,じゅん,じゅん,しゅん,hangeul=순,,,,,,,,,,,,,,,,
2703,徬,15300.0,,,,,,,ほう,ほう,ほう,방,,,,,,,,,,,,,,,,
2704,徯,15303.0,xī,hai4,,,,,けい,けい,けい,hangeul=혜|eumhun=,,,,,,,,,,,,,,,,
2705,徵,15309.0,zhēng,zing1,,,cheng,,ちょう,,,hangeul=[[징]], [[치]]|eumhun=|rv=jing, chi|mr=ching, ch'i|y=cing, chi,,,,,,,,,,,,
2706,德,15311.0,dé,dak1,tet,,tiak,4teq,とく,,,hangeul=덕|eumhun=|rv=deok|mr=tŏk|y=tek,,,,,,,,,,,,,,,,
