Unnamed: 0,Column1,Column2,mand_pron,mand_tone,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,kor_0,kor_1,kor_2
76,隶,9576.0,,,,,,,,い,い,い,ㅇ,ㅣ,
77,文,9660.0,wen,2,man4,vùn,vun2,bûn,3ven,もん,もん,ぶん,ㅁ,ㅜ,ㄴ
78,森,9667.0,sen,1,sam1,,,serm,,しん,しん,しん,ㅅ,ㅏ,ㅁ
79,酒,9732.0,jiu,3,zau2,chiú,jiu3,chiú,2jieu,しゅ,しゅ,しゅう,ㅈ,ㅜ,
80,火,9837.0,huo,3,fo2,fó,fo3,,2hu,か,か,か,ㅎ,ㅘ,
81,柄,9848.0,bing,3,beng3,,,,,ひょう,ひょう,へい,ㅂ,ㅕ,ㅇ
82,中,9872.0,zhong,1,zung1,chûng,zung1,tiong,1tson,ちゅう,ちゅう,ちゅう,ㅈ,ㅜ,ㅇ
83,雨,9885.0,yu,3,jyu5,yí,i3,,3hhy,う,う,う,ㅇ,ㅜ,
84,㐁,10075.0,tian,4,tim2,,,,,てん,てん,てん,ㅊ,ㅓ,ㅁ
85,㐆,10081.0,yin,3,zaan2,,,,,,,,ㅇ,ㅡ,ㄴ
86,㐭,10121.0,lin,3,,,,,,,,,ㄹ,ㅡ,ㅁ
87,㐱,10125.0,zhen,3,can2,,,,,,,,ㅈ,ㅣ,ㄴ
88,㐲,10126.0,dai,4,daai6,,,,,,,,ㄷ,ㅐ,
89,㐸,10132.0,qian,4,gim1,,,,,,,,ㅎ,ㅡ,ㅁ
90,㑁,10141.0,zhuo,1,zyut3,,,,,,,,ㅊ,ㅜ,ㄹ
91,㑃,10143.0,ao,3,au2,,,,,,,,ㅇ,ㅛ,
92,㑉,10149.0,su,4,cuk1,,,,,,,,ㅅ,ㅜ,ㄱ
93,㑗,10173.0,shen,1,saan1,,,,,,,,ㅅ,ㅣ,ㄴ
94,㑙,10175.0,die,2,dip6,,,,,,,,ㅈ,ㅓ,ㅂ
95,㑛,10177.0,su,4,cuk1,,,,,,,,ㅅ,ㅗ,ㄱ
96,㑜,10178.0,yi,4,zaai6,,,,,,,,ㅈ,ㅓ,ㄹ
97,㑞,10180.0,,,,,,,,,,,ㅇ,ㅣ,ㅇ
98,㑟,10181.0,beng,3,mang1,,,,,,,,ㅍ,ㅐ,ㅇ
99,㑥,10187.0,yi,4,zi6,,,,,,,,ㅇ,ㅣ,
100,㑦,10188.0,li,4,leoi6,,,,,,,,ㄹ,ㅕ,
101,㑮,10196.0,hun,2,wan4,,,,,,,,ㅎ,ㅗ,ㄴ
102,㑳,10201.0,zhou,4,zau3,,,,,,,,ㅊ,ㅜ,
103,㑵,10203.0,han,4,zat6,,,,,,,,ㅈ,ㅣ,ㄹ
104,㑻,10209.0,ma,4,maa6,,,,,,,,ㅁ,ㅏ,ㄹ
105,㑿,10213.0,zhao,4,coek3,,,,,,,,ㅅ,ㅗ,
106,㒄,10218.0,ran,3,ngam4,,,,,,,,ㅇ,ㅕ,ㄴ
107,㒅,10219.0,qi,3,kai2,,,,,,,,ㄱ,ㅖ,
108,㒇,10221.0,wu,3,ng5,,,,,,,,ㅁ,ㅜ,
109,㒈,10222.0,han,4,hon6,,,,,,,,ㄱ,ㅏ,ㅁ
110,㒊,10224.0,se,4,saap1,,,,,,,,ㅅ,ㅡ,ㅂ
111,㒋,10225.0,,,si1,,,,,,,,ㅅ,ㅣ,
112,㒌,10226.0,,,,,,,,,,,ㄱ,ㅕ,ㅇ
113,㒓,10233.0,ta,4,taat3,,,,,,,,ㄷ,ㅏ,ㄹ
114,㒔,10234.0,shu,3,suk6,,,,,,,,ㄷ,ㅗ,ㄱ
115,㒚,10240.0,wen,3,waan2,,,,,,,,ㅇ,ㅡ,ㄴ
116,㒝,10243.0,mie,4,mit6,,,,,,,,ㅁ,ㅕ,ㄹ
117,㒟,10245.0,niao,3,niu5,,,,,,,,ㄴ,ㅛ,
118,㒠,10246.0,xie,4,haai6,,,,,,,,ㅎ,ㅐ,
119,㒥,10251.0,feng,1,fung1,,,,,,,,ㅍ,ㅜ,ㅇ
120,㒨,10254.0,,,,,,,,,,,ㅅ,ㅓ,ㄴ
121,㒳,10265.0,,,,,,,,,,,ㄹ,ㅑ,ㅇ
122,㒴,10266.0,gu,3,gwat1,,,,,,,,ㄱ,ㅗ,ㄹ
123,㒸,10270.0,sui,4,seoi6,,,,,,,,ㅅ,ㅜ,
124,㒹,10271.0,,,,,,,,,,,ㅈ,ㅓ,ㄴ
125,㒼,10274.0,man,2,mun4,,,,,ばん,,,ㅁ,ㅏ,ㄴ
126,㒽,10275.0,quan,1,hyun1,,,,,,,,ㄱ,ㅝ,ㄴ
127,㒾,10276.0,shi,4,si6,,,,,,,,ㅅ,ㅣ,
128,㓃,10281.0,du,4,dou3,,,,,,,,ㅌ,ㅏ,
129,㓄,10282.0,zhen,4,saam2,,,,,,,,ㅊ,ㅣ,ㅁ
130,㓊,10288.0,dong,4,dung6,,,,,,,,ㄷ,ㅗ,ㅇ
131,㓖,10300.0,bi,4,bit1,,,,,,,,ㅍ,ㅣ,ㄹ
132,㓚,10304.0,gong,1,gung1,,,,,,,,ㄱ,ㅗ,ㅇ
133,㓝,10307.0,,,,,,,,,,,ㅎ,ㅕ,ㅇ
134,㓠,10310.0,dian,4,dim3,,,,,,,,ㅈ,ㅓ,ㅁ
135,㓢,10312.0,luo,4,lok3,,,,,,,,ㄹ,ㅏ,ㄱ
136,㓣,10313.0,qia,4,zak6,,,,,,,,ㄱ,ㅏ,ㅂ
137,㓤,10314.0,qia,4,kit3,,,,,,,,ㄱ,ㅏ,ㄹ
138,㓱,10327.0,tou,2,,,,,,,,,ㄷ,ㅜ,
139,㓷,10333.0,yi,4,ji6,,,,,,,,ㅇ,ㅢ,
140,㓹,10335.0,rui,4,jeoi6,,,,,,,,ㅊ,ㅔ,
141,㓺,10336.0,jian,1,gin1,,,,,,,,ㄱ,ㅓ,ㄴ
142,㓻,10337.0,,,,,,,,,,,ㄱ,ㅏ,ㅇ
143,㓼,10338.0,chi,4,,,,,,,,,ㅊ,ㅣ,ㄹ
144,㓽,10339.0,chong,2,sung4,,,,,,,,ㅅ,ㅜ,ㅇ
145,㔂,10344.0,lin,2,leon4,,,lân,,,,,ㄹ,ㅣ,ㄴ
146,㔄,10346.0,su,4,suk1,,,,,,,,ㅅ,ㅗ,ㄱ
147,㔆,10348.0,zan,4,caam5,,,,,,,,ㅈ,ㅏ,ㅁ
148,㔊,10352.0,zhan,3,tan2,,,,,,,,ㅈ,ㅓ,ㄴ
149,㔋,10353.0,jian,1,ham3,,,,,,,,ㄱ,ㅏ,ㅁ
150,㔌,10354.0,zou,4,sei3,,,,,,,,ㅊ,ㅜ,
151,㔍,10355.0,chua,1,cap3,,,,,,,,ㅊ,ㅘ,ㄹ
152,㔎,10356.0,xie,4,sit3,,,,,,,,ㅅ,ㅓ,ㄹ
153,㔏,10357.0,li,4,gak3,,,,,,,,ㄹ,ㅕ,ㄱ
154,㔒,10360.0,xi,2,kwai4,,,,,,,,ㅎ,ㅠ,
155,㔓,10361.0,jian,3,gin2,,,,,,,,ㄱ,ㅓ,ㄴ
156,㔗,10366.0,fei,4,bei6,,,,,,,,ㅂ,ㅣ,
157,㔙,10369.0,beng,1,ping1,,,,,,,,ㅂ,ㅕ,ㅇ
158,㔝,10374.0,liang,3,loeng5,,,,,,,,ㄹ,ㅑ,ㅇ
159,㔞,10376.0,kuai,4,fai3,,,,,,,,ㄱ,ㅚ,
160,丂,10383.0,kao,3,haau2,kháu,,,,こう,こう,こう,ㄱ,ㅛ,
161,丄,10384.0,,,,,,,,じょう,じょう,しょう,ㅅ,ㅏ,ㅇ
162,丅,10385.0,,,,,,,,げ,げ,か,ㅎ,ㅏ,
163,丈,10387.0,zhang,4,zoeng6,chhong,,,3zan,じょう,じょう,ちょう,ㅈ,ㅏ,ㅇ
164,上,10388.0,shang,4,soeng6,song,song4,,3zaan,じょう,じょう,しょう,ㅅ,ㅏ,ㅇ
165,下,10389.0,xia,4,haa6,hâ,ha4,,3hho,げ,げ,か,ㅎ,ㅏ,
166,与,10392.0,,,,,,,,よ,よ,よ,ㅇ,ㅕ,
167,丏,10393.0,mian,3,min5,,,bián,,めん,めん,べん,ㅁ,ㅕ,ㄴ
168,丐,10394.0,gai,4,koi3,,,kài,2ke,かい,かい,かい,ㄱ,ㅐ,
169,丑,10395.0,chou,3,cau2,chhú,,,,ちゅ,ちゅ,ちゅう,ㅊ,ㅜ,ㄱ
170,且,10398.0,qie,3,ce2,chhiá,,chhiáⁿ,2qia,しゃ,しゃ,しゃ,ㅊ,ㅏ,
171,丕,10399.0,pi,1,pei1,,,i,,ひ,ひ,ひ,ㅂ,ㅣ,
172,世,10400.0,shi,4,sai3,sṳ,,sì,2sr,せ,せ,せい,ㅅ,ㅔ,
173,丗,10401.0,,,,,,,,せい,,,ㅅ,ㅔ,
174,丘,10402.0,qiu,1,jau1,hiû,,u,1qieu,く,く,きゅう,ㄱ,ㅜ,
175,丞,10408.0,cheng,2,sing4,sṳ̀n,,sêng,3zen,じょう,じょう,しょう,ㅅ,ㅡ,ㅇ
176,丟,10409.0,diu,1,diu1,tiû,,tiu,1tieu,ちゅ,ちゅ,ちゅう,ㅈ,ㅜ,
177,丠,10410.0,,,,,,,,く,く,きゅう,ㄱ,ㅜ,
178,丣,10413.0,,,,,,,,ゆ,ゆ,ゆう,ㅇ,ㅠ,
179,並,10416.0,bing,4,bing6,pin,,pēng,3bin,びょう,びょう,へい,ㅂ,ㅕ,ㅇ
180,丩,10418.0,,,,,,,,く,く,きゅう,ㄱ,ㅜ,
181,个,10419.0,,,,,,,,か,か,か,ㄱ,ㅐ,
182,丫,10420.0,ya,1,aa1,,,a,,あ,あ,あ,ㅇ,ㅏ,
183,丮,10422.0,ji,3,gik1,,,,,きゃく,きゃく,けき,ㄱ,ㅡ,ㄱ
184,丯,10423.0,jie,4,gaai3,,,,,かい,,かい,ㄱ,ㅐ,
185,丰,10424.0,feng,1,fung1,,,,,ふ,ふ,ほう,ㅂ,ㅗ,ㅇ
186,丱,10425.0,guan,4,gwaan3,,,koàn,,けん,けん,かん,ㄱ,ㅘ,ㄴ
187,串,10426.0,chuan,4,cyun3,chhon,,chhǹg,2tshoe,せん,せん,せん,ㄱ,ㅘ,ㄴ
188,丳,10427.0,chan,3,caan2,,,,,せん,せん,さん,ㅊ,ㅏ,ㄴ
189,丵,10429.0,zhuo,2,zok6,,,,,さく,,,ㅊ,ㅏ,ㄱ
190,丸,10431.0,wan,2,jyun4,yèn,yan2,oân,3hhuoe,がん,がん,かん,ㅎ,ㅘ,ㄴ
191,丹,10432.0,dan,1,daan1,tân,,tan,1te,たん,たん,たん,ㄷ,ㅏ,ㄴ
192,主,10434.0,zhu,3,zyu2,chú,,chú,2tsr,す,す,しゅ,ㅈ,ㅜ,
193,丼,10435.0,dan,3,dam2,,,tôm,,しょう,しょう,せい,ㅈ,ㅓ,ㅇ
194,丽,10436.0,,,,,,,,,,,ㄹ,ㅕ,
195,乀,10438.0,fu,2,fat1,,,,,ふつ,,,ㅂ,ㅜ,ㄹ
196,乂,10440.0,yi,4,ngaai6,,,gāi,,げ,げ,がい,ㅇ,ㅖ,
197,乃,10441.0,nai,3,naai5,,,nái,3ne,ない,ない,だい,ㄴ,ㅐ,
198,久,10443.0,jiu,3,gau2,kiú,giu3,kiú,,く,く,きゅう,ㄱ,ㅜ,
199,之,10449.0,zhi,1,zi1,chṳ̂,,chi,1tsr,し,し,し,ㅈ,ㅣ,
200,乍,10451.0,zha,4,zaa3,,,,,じゃ,じゃ,さ,ㅅ,ㅏ,
201,乎,10452.0,hu,1,fu4,fû,fu2,ho͘,3hhu,ご,ご,こ,ㅎ,ㅗ,
202,乏,10453.0,fa,2,fat6,,fad6,hoa̍t,,ぼう,ぼう,ほう,ㅍ,ㅣ,ㅂ
203,乑,10455.0,yin,2,jam4,,,,,ごん,ごん,ぎん,ㅇ,ㅡ,ㅁ
204,乖,10460.0,guai,1,gwaai1,kôai,,koai,,け,け,かい,ㄱ,ㅚ,
205,乗,10461.0,,,,,,,,じょう,じょう,しょう,ㅅ,ㅡ,ㅇ
206,乘,10462.0,cheng,2,sing4,sṳ̀n,,sêng,2tshen,じょう,じょう,しょう,ㅅ,ㅡ,ㅇ
207,乚,10463.0,,,,,,,,おん,おん,いん,ㅇ,ㅡ,ㄴ
208,乜,10465.0,mie,1,mat1,,,,,め,め,ば,ㅁ,ㅑ,
209,乞,10466.0,qi,3,hat1,khiet,,it,4qiq,こち,こち,きつ,ㄱ,ㅓ,ㄹ
210,也,10467.0,ye,3,jaa5,ya,,,3hha,や,や,や,ㅇ,ㅑ,
211,乳,10487.0,ru,3,jyu5,yî,,jí,3zr,にゅう,にゅう,じゅ,ㅇ,ㅠ,
212,乾,10498.0,gan,1,gon1,kôn,,koaⁿ,1koe,かん,かん,かん,ㄱ,ㅓ,ㄴ
213,亂,10502.0,luan,4,lyun6,lon,,loān,3loe,らん,らん,らん,ㄹ,ㅏ,ㄴ
214,亄,10504.0,yi,4,ji4,,,,,い,い,い,ㅇ,ㅢ,
215,了,10506.0,le,0,liu5,lé,ê3,liáu,5leq,りょう,りょう,りょう,ㄹ,ㅛ,
216,予,10508.0,yu,3,jyu5,yì,,ú,,よ,よ,よ,ㅇ,ㅕ,
217,事,10511.0,shi,4,si6,sṳ,si4,,3zr,じ,じ,し,ㅅ,ㅏ,
218,亍,10512.0,chu,4,cuk1,,,,,とく,とく,ちょく,ㅊ,ㅗ,ㄱ
219,于,10513.0,yu,2,jyu4,,,,,う,,,ㅇ,ㅜ,
220,云,10516.0,yun,2,wan4,yùn,,,3hhyn,うん,うん,うん,ㅇ,ㅜ,ㄴ
221,互,10517.0,hu,4,wu6,fu,fu1,hō͘,,ご,ご,こ,ㅎ,ㅗ,
222,井,10519.0,jing,3,zeng2,chiáng,,,2jin,しょう,しょう,せい,ㅈ,ㅓ,ㅇ
223,亖,10520.0,,,,,,,,し,し,し,ㅅ,ㅏ,
224,亙,10523.0,gen,4,gang2,,,kèng,,こう,こう,こう,ㄱ,ㅡ,ㅇ
225,些,10525.0,xie,1,se1,,xia1,sia,,さ,さ,しゃ,ㅅ,ㅏ,
226,亟,10529.0,ji,2,gik1,,,,,こ,こ,き,ㄱ,ㅡ,ㄱ
227,亡,10530.0,wang,2,mong4,mòng,mong2,bông,3vaan,もう,もう,ぼう,ㅁ,ㅏ,ㅇ
228,亢,10531.0,kang,4,kong3,,,,,こう,,,ㅎ,ㅏ,ㅇ
229,交,10533.0,jiao,1,gaau1,kâu,,kau,1jiau,きょう,きょう,こう,ㄱ,ㅛ,
230,亥,10534.0,hai,4,hoi6,hoi,,hǎi,,がい,がい,かい,ㅎ,ㅐ,
231,亦,10535.0,yi,4,jik6,yi̍t,,,5hhiq,やく,やく,えき,ㅇ,ㅕ,ㄱ
232,亨,10537.0,heng,1,hang1,,,heng,,きょう,きょう,こう,ㅎ,ㅕ,ㅇ
233,京,10541.0,jing,1,ging1,kîn,,kiaⁿ,1jin,きょう,きょう,けい,ㄱ,ㅕ,ㅇ
234,亭,10542.0,ting,2,ting4,thìn,,têng,,じょう,じょう,てい,ㅈ,ㅓ,ㅇ
235,亮,10543.0,liang,4,loeng6,liong,liong4,liāng,3lian,ろう,ろう,りょう,ㄹ,ㅑ,ㅇ
236,亯,10544.0,,,,,,,,きょう,,,ㅎ,ㅑ,ㅇ
237,亶,10551.0,dan,3,taan2,,,chiⁿ,,たん,たん,たん,ㄷ,ㅏ,ㄴ
238,亹,10554.0,wei,3,mei5,,,,,み,み,び,ㅁ,ㅣ,
239,亼,10556.0,,,,,,,,じゅう,じゅう,しゅう,ㅈ,ㅣ,ㅂ
240,什,10578.0,shen,2,sam6,,,sím,4seq,じゅう,じゅう,しゅう,ㅅ,ㅣ,ㅂ
241,仁,10579.0,ren,2,jan4,,,,,に,に,じん,ㅇ,ㅣ,ㄴ
242,仂,10580.0,le,4,lak6,,,,,ろく,ろく,ろく,ㄹ,ㅡ,ㄱ
243,仃,10581.0,ding,1,ding1,,,,,てい,,,ㅈ,ㅓ,ㅇ
244,仄,10582.0,ze,4,zak1,,,cheh,,そく,,,ㅊ,ㅡ,ㄱ
245,仆,10584.0,pu,1,fu6,phuk,,ak,2pheu,ふ,ふ,ふ,ㅂ,ㅜ,
246,仇,10585.0,chou,2,sau4,sù,,siû,3zeu,きゅう,,,ㄱ,ㅜ,
247,仉,10587.0,zhang,3,zoeng2,,,,2tsaan,しょう,しょう,しょう,ㅈ,ㅏ,ㅇ
248,介,10588.0,jie,4,gaai3,kie,,kài,2jia,け,け,かい,ㄱ,ㅐ,
249,仍,10590.0,reng,2,jing4,yìn,,,3nyin,じょう,,,ㅇ,ㅣ,ㅇ
250,从,10591.0,,,,,,,,しょう,,,ㅈ,ㅗ,ㅇ
251,仔,10597.0,zi,3,zi2,chṳ́,,,,し,し,し,ㅈ,ㅏ,
252,仕,10598.0,shi,4,si6,,,,,じ,じ,し,ㅅ,ㅏ,
253,他,10599.0,ta,1,taa1,thâ,ta1,thaⁿ,1ta,た,た,た,ㅌ,ㅏ,
254,仗,10600.0,zhang,4,zoeng3,,,tiǒng,,じょう,じょう,しょう,ㅈ,ㅏ,ㅇ
255,付,10601.0,fu,4,fu6,,,hù,,ふ,ふ,ふ,ㅂ,ㅜ,
256,仙,10602.0,xian,1,sin1,siên,,sian,,せん,せん,せん,ㅅ,ㅓ,ㄴ
257,仛,10604.0,cha,4,,,,,,た,た,た,ㅌ,ㅏ,ㄱ
258,仜,10605.0,hong,2,hung4,,,,,こう,,,ㅎ,ㅗ,ㅇ
259,仝,10606.0,tong,2,tung4,,,tông,,ずう,ずう,とう,ㄷ,ㅗ,ㅇ
260,仞,10607.0,ren,4,jan6,,,,,にん,にん,じん,ㅇ,ㅣ,ㄴ
261,仟,10608.0,qian,1,cin1,,,chheng,,せん,せん,せん,ㅊ,ㅓ,ㄴ
262,仠,10609.0,gan,3,gon2,,,,,がん,がん,かん,ㅎ,ㅏ,ㄴ
263,仡,10610.0,yi,4,ngat6,,,,,こち,こち,きつ,ㅎ,ㅡ,ㄹ
264,仢,10611.0,bo,2,bok6,,,,,はく,,,ㅈ,ㅏ,ㄱ
265,代,10612.0,dai,4,doi6,thoi,toi4,,3de,だい,だい,たい,ㄷ,ㅐ,
266,令,10613.0,ling,4,ling6,lin,,lēng,,りょう,りょう,れい,ㄹ,ㅕ,ㅇ
267,以,10614.0,yi,3,ji5,yî,yi1,í,2i,い,い,い,ㅇ,ㅣ,
268,仯,10624.0,chao,4,caau3,,,,,しょう,しょう,そう,ㅊ,ㅗ,
269,仰,10625.0,yang,3,joeng5,,,,,ごう,ごう,ぎょう,ㅇ,ㅏ,ㅇ
270,仲,10627.0,zhong,4,zung6,,,,,じゅう,じゅう,ちゅう,ㅈ,ㅜ,ㅇ
271,仵,10630.0,wu,3,ng5,,,,,こ,,,ㅇ,ㅗ,
272,件,10631.0,jian,4,gin6,khien,,kiǎⁿ,2ji,げん,げん,けん,ㄱ,ㅓ,ㄴ
273,价,10632.0,jie,4,gaai3,,,,,け,け,かい,ㄱ,ㅐ,
274,仸,10633.0,yao,3,jiu2,,,,,,,,ㅇ,ㅛ,
275,仹,10634.0,feng,1,fung1,,,,,,,,ㅂ,ㅗ,ㅇ
276,任,10636.0,ren,4,jam6,yim,,,3zen,にん,にん,じん,ㅇ,ㅣ,ㅁ
277,份,10638.0,fen,4,fan6,fun,,hūn,,ひん,,,ㅂ,ㅣ,ㄴ
278,仿,10640.0,fang,3,fong2,,,hóng,,ほう,ほう,ほう,ㅂ,ㅏ,ㅇ
279,伀,10641.0,zhong,1,zung1,,,,,しゅ,しゅ,しょう,ㅈ,ㅗ,ㅇ
280,伂,10643.0,,,,,,,,はい,,,ㅍ,ㅐ,
281,伄,10645.0,diao,4,diu3,,,,,ちょう,,,ㅈ,ㅗ,
282,伆,10647.0,wu,4,mat6,,,,,,,,ㅁ,ㅜ,ㄴ
283,伈,10649.0,xin,3,sam2,,,,,しん,,,ㅅ,ㅣ,ㅁ
284,伉,10650.0,kang,4,kong3,,,,,こう,こう,,ㅎ,ㅏ,ㅇ
285,伊,10651.0,yi,1,ji1,yî,,,1i,い,い,い,ㅇ,ㅣ,
286,伋,10652.0,ji,2,kap1,,,,,きゅう,きゅう,きゅう,ㄱ,ㅡ,ㅂ
287,伍,10654.0,wu,3,ng5,,,gó͘,,ご,ご,ご,ㅇ,ㅗ,
288,伎,10655.0,ji,4,gei6,,,,,き,,,ㄱ,ㅣ,
289,伏,10656.0,fu,2,buk6,fu̍k,,ho̍k,,ぶく,ぶく,ふく,ㅂ,ㅗ,ㄱ
290,休,10658.0,xiu,1,jau1,hiû,hiu1,hiu,,く,く,きゅう,ㅎ,ㅠ,
291,伭,10688.0,xian,2,jin4,,,,,けん,,,ㅎ,ㅕ,ㄴ
292,伯,10693.0,bo,2,baak3,pak,,,,ひゃく,ひゃく,はく,ㅂ,ㅐ,ㄱ
293,估,10715.0,gu,1,gu2,kû,,kó͘,2ku,く,く,こ,ㄱ,ㅗ,
294,伱,10716.0,,,,,,,,に,に,じ,ㄴ,ㅣ,
295,伴,10719.0,ban,4,bun6,phân,,,,ばん,ばん,はん,ㅂ,ㅏ,ㄴ
296,伶,10721.0,ling,2,ling4,làng,,,,りょう,りょう,れい,ㄹ,ㅕ,ㅇ
297,伷,10722.0,zhou,4,zau6,,,,,ちゅう,,,ㅈ,ㅜ,
298,伸,10723.0,shen,1,san1,chhûn,,chhun,,しん,,,ㅅ,ㅣ,ㄴ
299,伹,10724.0,qu,1,ceoi1,,,,,しょ,,,ㅈ,ㅓ,
300,伺,10725.0,si,4,zi6,,,,,し,し,し,ㅅ,ㅏ,
301,伻,10726.0,beng,1,ping4,,,,,ひょう,ひょう,ほう,ㅍ,ㅐ,ㅇ
302,似,10727.0,si,4,ci5,,,sāi,,じ,じ,し,ㅅ,ㅏ,
303,伽,10728.0,qie,2,ke4,,,,,ぎゃ,ぎゃ,きゃ,ㄱ,ㅏ,
304,伾,10729.0,pi,1,pei1,,,,,ひ,,,ㅂ,ㅣ,
305,伿,10730.0,yi,4,ji6,,,,,い,,,ㅇ,ㅣ,
306,佀,10731.0,,,,,,,,し,,,ㅅ,ㅏ,
307,佁,10732.0,yi,3,ji4,,,,,あい,,,ㅇ,ㅣ,
308,佂,10733.0,zheng,1,zing1,,,,,しょう,,,ㅈ,ㅓ,ㅇ
309,佃,10734.0,tian,2,tin4,,,,,でん,でん,てん,ㅈ,ㅓ,ㄴ
310,佅,10736.0,mai,4,maai6,,,,,,,,ㅁ,ㅐ,
311,但,10737.0,dan,4,daan6,than,,tān,2te,だん,だん,たん,ㄷ,ㅏ,ㄴ
312,佇,10738.0,zhu,4,cyu5,,,,,じょ,じょ,ちょ,ㅈ,ㅓ,
313,佈,10739.0,bu,4,bou3,,,pò͘,,ほ,,,ㅍ,ㅗ,
314,佉,10740.0,qu,1,keoi1,,,,,か,か,きゃ,ㄱ,ㅜ,
315,佊,10741.0,bi,3,bei2,,,,,,,,ㅍ,ㅣ,
316,佋,10742.0,zhao,1,,,,,,じょう,じょう,しょう,ㅅ,ㅗ,
317,佌,10743.0,ci,3,ci2,,,,,し,し,し,ㅊ,ㅏ,
318,位,10744.0,wei,4,wai6,vi,vi4,ūi,3hhue,い,い,い,ㅇ,ㅟ,
319,住,10746.0,zhu,4,zyu6,chhu,,,3zr,じゅう,じゅう,ちゅう,ㅈ,ㅜ,
320,佐,10806.0,zuo,3,zo3,chó,,chó͘,,さ,さ,さ,ㅈ,ㅘ,
321,佑,10807.0,you,4,jau6,,,,3hhieu,う,う,ゆう,ㅇ,ㅜ,
322,佒,10808.0,yang,1,joeng2,,,,,おう,おう,おう,ㅇ,ㅏ,ㅇ
323,体,10809.0,ben,4,ban6,,,,,たい,たい,てい,ㅊ,ㅔ,
324,佔,10810.0,zhan,4,zim3,cham,,chiàm,,ちん,ちん,せん,ㅈ,ㅓ,ㅁ
325,佖,10811.0,bi,4,bit1,,,,,びち,びち,ひつ,ㅍ,ㅣ,ㄹ
326,佗,10812.0,tuo,2,to4,,,tô,,た,,,ㅌ,ㅏ,
327,余,10814.0,yu,2,jyu4,yì,,,3hhy,よ,よ,よ,ㅇ,ㅕ,
328,佚,10815.0,yi,4,jat6,,,e̍k,,いち,いち,いつ,ㅇ,ㅣ,ㄹ
329,佛,10816.0,fo,2,fat6,fu̍t,fud6,,5veq,ぶつ,ぶつ,ふつ,ㅂ,ㅜ,ㄹ
330,作,10817.0,zuo,4,zok3,chok,zog5,chok,4tsoq,さく,さく,さく,ㅈ,ㅏ,ㄱ
331,佝,10818.0,gou,1,kau3,,,,,く,く,こう,ㄱ,ㅜ,
332,佞,10819.0,ning,4,ning6,,,,,ねい,,,ㄴ,ㅕ,ㅇ
333,佟,10820.0,tong,2,tung4,,,,,ず,ず,とう,ㅌ,ㅜ,ㅇ
334,佩,10830.0,pei,4,pui3,phi,,pōe,,はい,,,ㅍ,ㅐ,
335,佪,10831.0,hui,2,,,,,,え,え,かい,ㅎ,ㅚ,
336,佫,10832.0,ge,2,gaak3,,,,,かく,,,ㄱ,ㅏ,ㄱ
337,佮,10835.0,ge,2,gap3,,,kap,,こう,,,ㅎ,ㅏ,ㅂ
338,佯,10836.0,yang,2,joeng4,,,,,よう,よう,よう,ㅇ,ㅑ,ㅇ
339,佰,10837.0,bai,3,baak3,,,pah,,びゃく,びゃく,はく,ㅂ,ㅐ,ㄱ
340,佳,10840.0,jia,1,gaai1,kâ,,kai,,け,け,かい,ㄱ,ㅏ,
341,佴,10841.0,er,4,ji6,,,,,じ,,,ㅇ,ㅣ,
342,併,10842.0,bing,4,bing3,,,pèng,,ひょう,ひょう,へい,ㅂ,ㅕ,ㅇ
343,佶,10843.0,ji,2,gat1,,,,,ごち,ごち,きつ,ㄱ,ㅣ,ㄹ
344,佸,10845.0,huo,2,kut3,,,,,かつ,,,ㄱ,ㅘ,ㄹ
345,佹,10846.0,gui,3,gwai2,,,,,き,,,ㄱ,ㅞ,
346,佺,10847.0,quan,2,cyun4,,,,,せん,,,ㅈ,ㅓ,ㄴ
347,佻,10848.0,tiao,1,tiu4,,,,,じょう,じょう,ちょう,ㅈ,ㅗ,
348,佼,10849.0,jiao,3,gaau2,,,,,こう,きょう,こう,ㄱ,ㅛ,
349,佾,10851.0,yi,4,jat6,,,,,いち,いち,いつ,ㅇ,ㅣ,ㄹ
350,使,10852.0,shi,3,sai2,sṳ́,,sái,2sr,し,し,し,ㅅ,ㅏ,
351,侀,10853.0,xing,2,jing4,,,,,けい,,,ㅎ,ㅕ,ㅇ
352,侁,10854.0,shen,1,san1,,,,,しん,,,ㅅ,ㅣ,ㄴ
353,侂,10855.0,tuo,1,tok3,,,,,たく,,,ㅌ,ㅏ,ㄱ
354,侃,10856.0,kan,3,hon2,,,án,,かん,かん,かん,ㄱ,ㅏ,ㄴ
355,侄,10857.0,,,,,,,,しつ,,,ㅈ,ㅣ,ㄹ
356,侅,10858.0,gai,1,goi1,,,,,かい,,,ㅎ,ㅐ,
357,來,10859.0,lai,2,loi4,lòi,loi2,lâi,3le,らい,らい,らい,ㄹ,ㅐ,
358,侈,10861.0,chi,3,ci2,,,chhír,,し,し,し,ㅊ,ㅣ,
359,侉,10862.0,kua,3,kwaa2,,,,,か,,,ㄱ,ㅘ,
360,侊,10863.0,guang,1,gong1,,,,,こう,こう,こう,ㄱ,ㅘ,ㅇ
361,例,10864.0,li,4,lai6,li,li4,,3li,れ,れ,れい,ㄹ,ㅖ,
