,character,wiki_id,mando_onset,mando_nucl,mando_coda,mando_tone,canto_onset,canto_nucl,canto_coda,canto_tone,Column5,Column6,Column7,Column8,jp_on_first,jp_on_rest,jp_kan_first,jp_kan_rest,kor_0,kor_1,kor_2
3657,斞,16833,,,,,,,,,,,,,,,,,ㅇ,ㅠ,∅
3658,斟,16834,zh,e,n,1,z,a,m,1,chṳ̂m,,chim,,し,ん,,,ㅈ,ㅣ,ㅁ
3659,斠,16835,j,iao,∅,4,g,aau,∅,3,,,kàu,,か,く,,,ㄱ,ㅏ,ㄱ
3660,斡,16836,∅,wo,∅,4,w,aa,t,3,,,oa̍t,,わ,ち,わ,つ,ㅇ,ㅏ,ㄹ
3661,斢,16837,t,ou,∅,3,t,au,∅,2,,,thiáu,,,,,,ㅈ,ㅜ,∅
3662,斣,16838,d,ou,∅,4,d,au,∅,3,,,,,しゅ,く,,,ㅊ,ㅜ,ㄱ
3663,斤,16839,j,i,n,1,g,a,n,1,kîn,,,1jin,こ,ん,き,ん,ㄱ,ㅡ,ㄴ
3664,斥,16840,ch,i,∅,4,c,i,k,1,,,thiak,,しゃ,く,せ,き,ㅊ,ㅓ,ㄱ
3665,斦,16841,∅,yi,n,2,ng,a,n,4,,,,,ぎ,ん,,,ㅇ,ㅡ,ㄴ
3666,斧,16842,f,u,∅,3,f,u,∅,2,pú,,,2fu,ふ,∅,ふ,∅,ㅂ,ㅜ,∅
3667,斨,16843,,,,,,,,,,,,,,,,,ㅈ,ㅏ,ㅇ
3668,斪,16845,q,u,∅,2,k,eoi,∅,4,,,,,,,,,ㄱ,ㅜ,∅
3669,斫,16846,zh,uo,∅,2,z,oe,k,3,,,chiok,,しゃ,く,,,ㅈ,ㅏ,ㄱ
3670,斬,16847,zh,a,n,3,z,aa,m,2,chám,,,,せ,ん,さ,ん,ㅊ,ㅏ,ㅁ
3671,斮,16849,,,,,,,,,,,,,さ,く,,,ㅊ,ㅏ,ㄱ
3672,斯,16856,s,i,∅,1,s,i,∅,1,sṳ̂,,,1sr,し,∅,し,∅,ㅅ,ㅏ,∅
3673,新,16857,x,i,n,1,s,a,n,1,sîn,xin1,sin,1xin,し,ん,し,ん,ㅅ,ㅣ,ㄴ
3674,斲,16859,,,,,,,,,,,,,た,く,,,ㅊ,ㅏ,ㄱ
3675,斷,16864,d,ua,n,4,t,yu,n,5,thôn,,,3doe,だ,ん,た,ん,ㄷ,ㅏ,ㄴ
3676,方,16866,f,a,ng,1,f,o,ng,1,fong,fong1,hng,1faan,ほ,う,ほ,う,ㅂ,ㅏ,ㅇ
3677,於,16869,∅,yu,∅,2,j,yu,∅,1,yì,,,3hhy,お,∅,,,ㅇ,ㅓ,∅
3678,施,16870,sh,i,∅,1,s,i,∅,1,sṳ̂,,si,1sr,い,∅,い,∅,ㅅ,ㅣ,∅
3679,斿,16872,l,iu,∅,2,l,au,∅,4,,,,,よ,う,,,ㅇ,ㅠ,∅
3680,旁,16874,p,a,ng,2,p,o,ng,4,phòng,,pông,,ほ,う,ほ,う,ㅂ,ㅏ,ㅇ
3681,旂,16875,,,,,,,,,,,,,き,∅,,,ㄱ,ㅣ,∅
3682,旃,16876,zh,a,n,1,z,i,n,1,,,,,せ,ん,せ,ん,ㅈ,ㅓ,ㄴ
3683,旄,16877,m,ao,∅,2,m,ou,∅,4,,,mô͘,,も,う,ぼ,う,ㅁ,ㅗ,∅
3684,旅,16878,l,ü,∅,3,l,eoi,∅,5,lî,,lír,3ly,ろ,∅,りょ,∅,ㄹ,ㅕ,∅
3685,旆,16879,,,,,,,,,,,,,は,い,,,ㅍ,ㅐ,∅
3686,旇,16880,,,,,,,,,,,,,,,,,ㅍ,ㅣ,∅
3687,旋,16884,x,ua,n,2,s,yu,n,4,siên,,,3xxi,ぜ,ん,せ,ん,ㅅ,ㅓ,ㄴ
3688,旌,16885,j,i,ng,1,z,i,ng,1,,,cheng,,しょ,う,せ,い,ㅈ,ㅓ,ㅇ
3689,旍,16886,j,i,ng,1,z,i,ng,1,,,,,,,,,ㅈ,ㅓ,ㅇ
3690,旎,16887,n,i,∅,3,n,ei,∅,5,,,,,じ,∅,,,ㄴ,ㅣ,∅
3691,族,16888,z,u,∅,2,z,u,k,6,chhu̍k,cug6,,5zoq,ぞ,く,そ,く,ㅈ,ㅗ,ㄱ
3692,旐,16889,zh,ao,∅,4,s,iu,∅,6,,,,,ちょ,う,,,ㅈ,ㅗ,∅
3693,旒,16891,l,iu,∅,2,l,au,∅,4,,,liû,,りゅ,う,,,ㄹ,ㅠ,∅
3694,旓,16892,sh,ao,∅,1,s,aau,∅,1,,,,,,,,,ㅅ,ㅗ,∅
3695,旔,16893,j,ia,n,4,g,i,n,3,,,,,け,ん,,,ㄱ,ㅓ,ㄴ
3696,旖,16895,∅,yi,∅,3,j,i,∅,2,,,í,,い,∅,,,ㅇ,ㅢ,∅
3697,旗,16896,q,i,∅,2,k,ei,∅,4,khì,ki2,kî,3jji,ぎ,∅,き,∅,ㄱ,ㅣ,∅
3698,旚,16899,p,iao,∅,1,p,iu,∅,1,,,,,,,,,ㅍ,ㅛ,∅
3699,旛,16900,f,a,n,1,f,aa,n,1,,,,,ほ,ん,は,ん,ㅂ,ㅓ,ㄴ
3700,旜,16901,zh,a,n,1,z,i,n,1,,,,,,,,,ㅈ,ㅓ,ㄴ
3701,旝,16902,,,,,,,,,,,,,,,,,ㄱ,ㅚ,∅
3702,旞,16903,s,ui,∅,4,s,eoi,∅,6,,,,,,,,,ㅅ,ㅜ,∅
3703,旟,16904,∅,yu,∅,2,j,yu,∅,4,,,,,よ,∅,よ,∅,ㅇ,ㅕ,∅
3704,无,16905,,,,,,,,,,,,,ぶ,∅,,,ㅁ,ㅜ,∅
3705,旡,16906,j,i,∅,4,g,ei,∅,3,,,kì,,き,∅,,,ㄱ,ㅣ,∅
3706,既,16907,j,i,∅,4,g,ei,∅,3,ki,,kì,,け,∅,き,∅,ㄱ,ㅣ,∅
3707,旣,16908,,,,,,,,,,,,,き,∅,,,ㄱ,ㅣ,∅
3708,旦,16910,d,a,n,4,d,aa,n,3,,,tòaⁿ,,た,ん,た,ん,ㄷ,ㅏ,ㄴ
3709,旨,16912,zh,i,∅,3,z,i,∅,2,chṳ́,,chí,2tsr,し,∅,し,∅,ㅈ,ㅣ,∅
3710,早,16913,z,ao,∅,3,z,ou,∅,2,chó,,,2tsau,そ,う,そ,う,ㅈ,ㅗ,∅
3711,旬,16916,x,u,n,2,c,eo,n,4,,,sûn,,じゅ,ん,しゅ,ん,ㅅ,ㅜ,ㄴ
3712,旭,16917,x,u,∅,4,j,u,k,1,,,,4xioq,こ,く,きょ,く,ㅇ,ㅜ,ㄱ
3713,旰,16920,g,a,n,4,g,o,n,3,,,,,か,ん,,,ㄱ,ㅏ,ㄴ
3714,旱,16921,h,a,n,4,h,o,n,5,hôn,,ǒaⁿ,3hhoe,か,ん,,,ㅎ,ㅏ,ㄴ
3715,旴,16924,x,u,∅,1,h,eoi,∅,1,,,,,く,∅,,,ㅇ,ㅜ,∅
3716,旵,16925,,,,,,,,,,,,,た,ん,,,ㅊ,ㅏ,ㅁ
3717,旹,16929,,,,,,,,,,,,,じ,∅,,,ㅅ,ㅣ,∅
3718,旺,16930,∅,wa,ng,4,w,o,ng,6,vong,,ōng,3hhuaan,お,う,お,う,ㅇ,ㅘ,ㅇ
3719,旻,16931,m,i,n,2,m,a,n,4,,,,,み,ん,び,ん,ㅁ,ㅣ,ㄴ
3720,旼,16932,m,i,n,2,m,a,n,4,,,,,,,,,ㅁ,ㅣ,ㄴ
3721,旿,16935,,,,,,,,,,,,,ご,∅,,,ㅇ,ㅗ,∅
3722,昂,16938,∅,a,ng,2,ng,o,ng,4,,ngong1,,,こ,う,,,ㅇ,ㅏ,ㅇ
3723,昄,16940,b,a,n,3,b,aa,n,2,,,,,ば,ん,は,ん,ㅍ,ㅏ,ㄴ
3724,昅,16941,,,,,,,,,,,,,,,,,ㄱ,ㅓ,ㅂ
3725,昆,16942,k,u,n,1,kw,a,n,1,,,un,,こ,ん,こ,ん,ㄱ,ㅗ,ㄴ
3726,昈,16944,,,,,,,,,,,,,こ,∅,,,ㅎ,ㅗ,∅
3727,昉,16945,f,a,ng,3,f,o,ng,2,,,,,ほ,う,,,ㅂ,ㅏ,ㅇ
3728,昊,16946,h,ao,∅,4,h,ou,∅,6,,,hō,,ご,う,こ,う,ㅎ,ㅗ,∅
3729,昋,16947,g,ui,∅,4,gw,ai,∅,3,,,,,,,,,ㄱ,ㅖ,∅
3730,昌,16948,ch,a,ng,1,c,oe,ng,1,chhông,,,,しょ,う,しょ,う,ㅊ,ㅏ,ㅇ
3731,明,16950,m,i,ng,2,m,i,ng,4,mìn,min2,bêng,3men,みょ,う,め,い,ㅁ,ㅕ,ㅇ
3732,昏,16951,h,u,n,1,f,a,n,1,fûn,fun1,hun,1hun,こ,ん,こ,ん,ㅎ,ㅗ,ㄴ
3733,昒,16954,h,u,∅,1,f,a,t,1,,,,,こ,ち,こ,つ,ㅁ,ㅜ,ㄹ
3734,易,16955,∅,yi,∅,4,j,i,k,6,yi̍t,,,5hhiq,い,∅,い,∅,ㅇ,ㅕ,ㄱ
3735,昕,16957,x,i,n,1,j,a,n,1,,,,,き,ん,,,ㅎ,ㅡ,ㄴ
3736,昚,16962,,,,,,,,,,,,,,,,,ㅅ,ㅣ,ㄴ
3737,昜,16964,∅,ya,ng,2,j,oe,ng,4,,,iông,,よ,う,よ,う,ㅇ,ㅑ,ㅇ
3738,昝,16965,z,a,n,3,z,aa,n,2,,,,,さ,ん,,,ㅈ,ㅏ,ㅁ
3739,昞,16966,,,,,,,,,,,,,へ,い,,,ㅂ,ㅕ,ㅇ
3740,星,16967,x,i,ng,1,s,i,ng,1,sên,sên1,,1xin,しょ,う,せ,い,ㅅ,ㅓ,ㅇ
3741,映,16968,∅,yi,ng,4,j,i,ng,2,,,,,よ,う,え,い,ㅇ,ㅕ,ㅇ
3742,昢,16970,,,,,,,,,,,,,ほ,つ,,,ㅂ,ㅜ,ㄹ
3743,昤,16972,l,i,ng,2,l,i,ng,4,,,,,れ,い,,,ㄹ,ㅕ,ㅇ
3744,春,16973,ch,u,n,1,c,eo,n,1,chhûn,cun1,chhun,1tshen,しゅ,ん,しゅ,ん,ㅊ,ㅜ,ㄴ
3745,昦,16974,,,,,,,,,,,,,こ,う,,,ㅎ,ㅗ,∅
3746,昧,16975,m,ei,∅,4,m,ui,∅,6,,,bōe,,ま,い,ば,い,ㅁ,ㅐ,∅
3747,昨,16976,z,uo,∅,2,z,o,k,3,,,cho̍k,5zoq,ざ,く,さ,く,ㅈ,ㅏ,ㄱ
3748,昩,16977,m,o,∅,4,m,u,t,6,,,,,ま,ち,ば,つ,ㅁ,ㅏ,ㄹ
3749,昪,16978,,,,,,,,,,,,,へ,ん,,,ㅂ,ㅕ,ㄴ
3750,昫,16979,,,,,,,,,,,,,く,∅,,,ㄱ,ㅜ,∅
3751,昭,16981,zh,ao,∅,1,c,iu,∅,1,,,,,しょ,う,しょ,う,ㅅ,ㅗ,∅
3752,是,16983,sh,i,∅,4,s,i,∅,6,sṳ,si4,,3zr,ぜ,∅,し,∅,ㅅ,ㅣ,∅
3753,昱,16985,∅,yu,∅,4,j,u,k,1,,,,,い,く,,,ㅇ,ㅜ,ㄱ
3754,昲,16987,f,ei,∅,4,f,ai,∅,3,,,,,,,,,ㅂ,ㅣ,∅
3755,昳,16988,,,,,,,,,,,,,で,ち,て,つ,ㅈ,ㅣ,ㄹ
3756,昴,16989,m,ao,∅,3,m,aau,∅,5,,,báu,,みょ,う,ぼ,う,ㅁ,ㅛ,∅
3757,昵,16990,n,i,∅,4,n,i,k,1,,,,,じ,つ,,,ㄴ,ㅣ,ㄹ
3758,昶,16991,ch,a,ng,3,c,o,ng,2,,,,,ちょ,う,ちょ,う,ㅊ,ㅏ,ㅇ
3759,晁,17002,ch,ao,∅,2,s,iu,∅,6,,,,,ちょ,う,,,ㅈ,ㅗ,∅
3760,時,17003,sh,i,∅,2,s,i,∅,4,sṳ̀,si2,sî,3zr,じ,∅,し,∅,ㅅ,ㅣ,∅
3761,晃,17004,h,ua,ng,3,f,o,ng,2,,,hóng,,お,う,こ,う,ㅎ,ㅘ,ㅇ
3762,晈,17009,j,iao,∅,3,g,aau,∅,2,,,,,,,,,ㄱ,ㅛ,∅
3763,晉,17010,j,i,n,4,z,eo,n,3,chìn,,chìn,2jin,し,ん,し,ん,ㅈ,ㅣ,ㄴ
3764,晊,17011,,,,,,,,,,,,,し,つ,,,ㅈ,ㅣ,ㄹ
3765,晏,17019,∅,ya,n,4,∅,aa,n,3,yen,,òaⁿ,,あ,ん,,,ㅇ,ㅏ,ㄴ
3766,晐,17020,g,ai,∅,1,g,oi,∅,1,,,,,,,,,ㅎ,ㅐ,∅
3767,晙,17029,,,,,,,,,,,,,しゅ,ん,,,ㅈ,ㅜ,ㄴ
3768,晚,17030,∅,wa,n,3,m,aa,n,5,ván,,boán,3me,ば,ん,,,ㅁ,ㅏ,ㄴ
3769,晛,17031,x,ia,n,4,j,i,n,5,,,,,け,ん,,,ㅎ,ㅕ,ㄴ
3770,晜,17032,k,u,n,1,gw,a,n,1,,,,,こ,ん,,,ㄱ,ㅗ,ㄴ
3771,晝,17033,zh,ou,∅,4,z,au,∅,3,chu,zu4,tàu,2tseu,ちゅ,う,ちゅ,う,ㅈ,ㅜ,∅
3772,晞,17034,x,i,∅,1,h,ei,∅,1,,,,,け,∅,き,∅,ㅎ,ㅢ,∅
3773,晟,17035,ch,e,ng,2,s,i,ng,4,,,sēng,,せ,い,,,ㅅ,ㅓ,ㅇ
3774,晡,17037,b,u,∅,1,b,ou,∅,1,,,,,ほ,∅,,,ㅍ,ㅗ,∅
3775,晢,17038,zh,e,∅,2,s,i,k,1,,,,,さ,い,せ,い,ㅈ,ㅓ,ㄹ
3776,晣,17039,zh,e,∅,2,z,ai,∅,3,,,,,,,,,ㅈ,ㅓ,ㄹ
3777,晤,17040,∅,wu,∅,4,∅,ng,∅,6,,,,,ぐ,∅,ご,∅,ㅇ,ㅗ,∅
3778,晥,17041,h,a,n,4,w,u,n,5,,,,,,,,,ㅎ,ㅘ,ㄴ
3779,暬,17068,,,,,,,,,,,,,,,,,ㅅ,ㅓ,ㄹ
3780,暭,17069,,,,,,,,,,,,,こ,う,,,ㅎ,ㅗ,∅
3781,暮,17070,m,u,∅,4,m,ou,∅,6,,,bō͘,3mu,む,∅,ぼ,∅,ㅁ,ㅗ,∅
3782,暰,17072,c,o,ng,1,c,u,ng,1,,,,,,,,,ㅈ,ㅗ,ㅇ
3783,暱,17073,n,i,∅,4,n,i,k,1,,,li̍t,,に,ち,じ,つ,ㄴ,ㅣ,ㄹ
3784,暲,17074,zh,a,ng,1,z,oe,ng,1,,,,,しょ,う,,,ㅈ,ㅏ,ㅇ
3785,暳,17075,h,ui,∅,4,w,ai,∅,3,,,,,,,,,ㅎ,ㅖ,∅
3786,暵,17077,,,,,,,,,,,,,か,ん,,,ㅎ,ㅏ,ㄴ
3787,暹,17081,x,ia,n,1,c,i,m,3,siàm,,siam,,せ,ん,,,ㅅ,ㅓ,ㅁ
3788,暻,17083,j,i,ng,3,g,i,ng,2,,,,,け,い,,,ㄱ,ㅕ,ㅇ
3789,暼,17084,,,,,,,,,,,,,へ,つ,,,ㅂ,ㅕ,ㄹ
3790,暾,17086,t,u,n,1,t,a,n,1,,,thun,,と,ん,,,ㄷ,ㅗ,ㄴ
3791,曁,17089,,,,,,,,,,,,,き,∅,,,ㄱ,ㅣ,∅
3792,晦,17091,h,ui,∅,4,f,ui,∅,3,fùi,,hòe,,け,∅,か,い,ㅎ,ㅚ,∅
3793,晧,17092,h,ao,∅,4,h,ou,∅,6,,,,,ご,う,こ,う,ㅎ,ㅗ,∅
3794,晨,17093,ch,e,n,2,s,a,n,4,sṳ̀n,,sîn,3zen,じ,ん,し,ん,ㅅ,ㅣ,ㄴ
3795,晪,17095,t,ia,n,3,l,o,ng,4,,,,,て,ん,,,ㅈ,ㅓ,ㄴ
3796,晫,17096,zh,uo,∅,2,z,oe,k,3,,,,,た,く,,,ㅌ,ㅏ,ㄱ
3797,晬,17097,z,ui,∅,4,z,eoi,∅,3,,,,,さ,い,,,ㅅ,ㅜ,∅
3798,晭,17098,,,,,,,,,,,,,,,,,ㅈ,ㅜ,∅
3799,普,17099,p,u,∅,3,p,ou,∅,2,phû,,ó͘,2phu,ふ,∅,ほ,∅,ㅂ,ㅗ,∅
3800,景,17100,j,i,ng,3,g,i,ng,2,kín,,kéng,2jin,きょ,う,え,い,ㄱ,ㅕ,ㅇ
3801,晴,17105,q,i,ng,2,c,i,ng,4,chhiàng,qiang2,chêng,3xxin,しょ,う,せ,い,ㅊ,ㅓ,ㅇ
3802,晵,17106,,,,,,,,,,,,,け,い,,,ㄱ,ㅖ,∅
3803,晶,17107,j,i,ng,1,z,i,ng,1,chîn,,cheng,,しょ,う,せ,い,ㅈ,ㅓ,ㅇ
3804,晷,17108,g,ui,∅,3,gw,ai,∅,2,,,,,き,∅,,,ㄱ,ㅟ,∅
3805,晹,17110,∅,yi,∅,4,s,i,k,1,,,,,え,き,,,ㅇ,ㅕ,ㄱ
3806,智,17111,zh,i,∅,4,z,i,∅,3,chṳ,,tì,2tsr,ち,∅,ち,∅,ㅈ,ㅣ,∅
3807,晻,17112,∅,a,n,4,∅,a,m,3,,,,,お,ん,あ,ん,ㅇ,ㅏ,ㅁ
3808,晼,17113,∅,wa,n,3,j,yu,n,2,,,,,え,ん,,,ㅇ,ㅝ,ㄴ
3809,暀,17118,∅,wa,ng,3,w,o,ng,2,,,,,お,う,,,ㅇ,ㅘ,ㅇ
3810,暄,17122,x,ua,n,1,h,yu,n,1,,,,,こ,ん,け,ん,ㅎ,ㅝ,ㄴ
3811,暅,17123,x,ua,n,3,h,yu,n,1,,,,,,,,,ㅎ,ㅘ,ㄴ
3812,暆,17124,∅,yi,∅,2,j,i,∅,4,,,,,,,,,ㅇ,ㅣ,∅
3813,暇,17125,x,ia,∅,2,h,aa,∅,6,,,,,げ,∅,か,∅,ㄱ,ㅏ,∅
3814,暈,17126,∅,yu,n,4,w,a,n,6,,,ūn,,う,ん,う,ん,ㅎ,ㅜ,ㄴ
3815,暉,17127,h,ui,∅,1,f,ai,∅,1,,,,,き,∅,き,∅,ㅎ,ㅟ,∅
3816,暋,17129,m,i,n,3,m,a,n,5,,,,,び,ん,,,ㅁ,ㅣ,ㄴ
3817,暍,17131,∅,ye,∅,1,h,o,t,3,,,,,え,つ,,,ㄱ,ㅏ,ㄹ
3818,暎,17132,,,,,,,,,,,,,よ,う,え,い,ㅇ,ㅕ,ㅇ
3819,暏,17133,,,,,,,,,,,,,,,,,ㄷ,ㅗ,∅
3820,暐,17134,∅,wei,∅,3,w,ai,∅,5,,,,,い,∅,,,ㅇ,ㅟ,∅
3821,暑,17135,sh,u,∅,3,s,yu,∅,2,,,,,しょ,∅,しょ,∅,ㅅ,ㅓ,∅
3822,暕,17139,j,ia,n,3,g,aa,n,2,,,,,,,,,ㄱ,ㅏ,ㄴ
3823,暖,17140,n,ua,n,3,n,yu,n,5,nôn,,loán,,な,ん,だ,ん,ㄴ,ㅏ,ㄴ
3824,暗,17141,∅,a,n,4,∅,a,m,3,am,am4,àm,2oe,お,ん,あ,ん,ㅇ,ㅏ,ㅁ
3825,暘,17142,∅,ya,ng,2,j,oe,ng,4,,,,,よ,う,よ,う,ㅇ,ㅑ,ㅇ
3826,暜,17146,,,,,,,,,,,,,ふ,∅,,,ㅂ,ㅗ,∅
3827,暝,17147,m,i,ng,2,m,i,ng,6,,,,,め,い,,,ㅁ,ㅕ,ㅇ
3828,暟,17149,,,,,,,,,,,,,か,い,,,ㄱ,ㅐ,∅
3829,暠,17150,g,ao,∅,3,g,ou,∅,2,,,,,こ,う,,,ㄱ,ㅗ,∅
3830,暡,17151,∅,we,ng,3,j,u,ng,2,,,,,,,,,ㅇ,ㅗ,ㅇ
3831,暢,17152,ch,a,ng,4,c,oe,ng,3,,,,,ちょ,う,ちょ,う,ㅊ,ㅏ,ㅇ
3832,暨,17158,j,i,∅,4,k,ei,∅,3,,,,,き,∅,,,ㄱ,ㅣ,∅
3833,曃,17160,,,,,,,,,,,,,た,い,,,ㅌ,ㅐ,∅
3834,曄,17161,∅,ye,∅,4,j,i,p,6,,,,,よ,う,よ,う,ㅇ,ㅕ,ㅂ
3835,曅,17162,∅,ye,∅,4,j,i,p,6,,,,,よ,う,,,ㅇ,ㅕ,ㅂ
3836,曆,17163,l,i,∅,4,l,i,k,6,la̍k,,la̍h,,れ,き,,,ㄹ,ㅕ,ㄱ
3837,曇,17164,t,a,n,2,t,aa,m,4,,,thâm,,ど,ん,た,ん,ㄷ,ㅏ,ㅁ
3838,曈,17165,t,o,ng,2,t,u,ng,4,,,,,と,う,,,ㄷ,ㅗ,ㅇ
3839,曉,17166,x,iao,∅,3,h,iu,∅,2,hiáu,hiau3,hiáu,2xiau,きょ,う,きょ,う,ㅎ,ㅛ,∅
3840,曏,17172,x,ia,ng,4,h,oe,ng,3,,,,,きょ,う,,,ㅎ,ㅑ,ㅇ
3841,曐,17173,,,,,,,,,,,,,,,,,ㅅ,ㅓ,ㅇ
3842,曑,17174,,,,,,,,,,,,,,,,,ㅅ,ㅏ,ㅁ
3843,曔,17177,,,,,,,,,,,,,け,い,,,ㄱ,ㅕ,ㅇ
3844,曖,17179,∅,ai,∅,4,∅,oi,∅,2,,,,,あ,い,あ,い,ㅇ,ㅐ,∅
3845,曙,17182,sh,u,∅,3,c,yu,∅,5,,,sìr,,しょ,∅,,,ㅅ,ㅓ,∅
3846,曚,17183,m,e,ng,2,m,u,ng,4,,,,,む,∅,ぼ,う,ㅁ,ㅗ,ㅇ
3847,曛,17184,x,u,n,1,f,a,n,1,,,,,く,ん,,,ㅎ,ㅜ,ㄴ
3848,曝,17185,p,u,∅,4,b,u,k,6,,,a̍k,,ぼ,く,ほ,く,ㅍ,ㅗ,ㄱ
3849,曠,17188,k,ua,ng,4,kw,o,ng,3,,,òng,,こ,う,こ,う,ㄱ,ㅘ,ㅇ
3850,曡,17189,,,,,,,,,,,,,じょ,う,,,ㅊ,ㅓ,ㅂ
3851,曦,17194,x,i,∅,1,h,ei,∅,1,,hi1,hi,,ぎ,∅,,,ㅎ,ㅢ,∅
3852,曨,17196,l,o,ng,2,l,u,ng,4,,,,,ろ,う,,,ㄹ,ㅗ,ㅇ
3853,曩,17197,n,a,ng,3,n,o,ng,5,,,,,の,う,ど,う,ㄴ,ㅏ,ㅇ
3854,曪,17198,l,uo,∅,3,l,o,∅,2,,,,,,,,,ㄹ,ㅏ,∅
3855,曫,17199,l,ua,n,2,l,yu,n,4,,,,,ら,ん,,,ㄹ,ㅏ,ㄴ
3856,曬,17200,sh,ai,∅,4,s,aai,∅,3,,,sài,2so,さ,い,,,ㅅ,ㅙ,∅
3857,曭,17201,t,a,ng,3,t,o,ng,2,,,,,,,,,ㄷ,ㅏ,ㅇ
3858,曮,17202,∅,ya,n,3,j,i,m,5,,,,,が,ん,,,ㅇ,ㅓ,ㅁ
3859,曰,17204,∅,yue,∅,1,j,yu,t,6,yet,,oa̍t,,お,ち,え,つ,ㅇ,ㅘ,ㄹ
3860,曲,17206,q,u,∅,1,k,u,k,1,khiuk,,iok,,こ,く,きょ,く,ㄱ,ㅗ,ㄱ
3861,更,17208,g,e,ng,1,g,a,ng,1,kiên,,,,きょ,う,こ,う,ㄱ,ㅕ,ㅇ
3862,曵,17209,,,,,,,,,,,,,え,い,え,い,ㅇ,ㅖ,∅
3863,曶,17210,h,u,∅,1,f,a,t,1,,,,,,,,,ㅎ,ㅗ,ㄹ
3864,曷,17211,h,e,∅,2,h,o,t,3,,,a̍h,,か,つ,,,ㄱ,ㅏ,ㄹ
3865,書,17212,sh,u,∅,1,s,yu,∅,1,sû,su1,,1sr,しょ,∅,しょ,∅,ㅅ,ㅓ,∅
3866,曹,17213,c,ao,∅,2,c,ou,∅,4,chhò,,,3zau,ぞ,う,そ,う,ㅈ,ㅗ,∅
3867,曼,17216,m,a,n,4,m,aa,n,6,,,bān,,ま,ん,ば,ん,ㅁ,ㅏ,ㄴ
3868,曾,17218,c,e,ng,2,c,a,ng,4,,,,3zen,ぞ,う,そ,う,ㅈ,ㅡ,ㅇ
3869,替,17219,t,i,∅,4,t,ai,∅,3,thai,,,2thi,た,い,て,い,ㅊ,ㅔ,∅
3870,朁,17220,c,a,n,3,c,aa,m,2,,,chhám,,,,,,ㅊ,ㅏ,ㅁ
3871,會,17222,h,ui,∅,4,w,ui,∅,6,fi,fi4,hōe,3hhue,え,∅,か,い,ㅎ,ㅚ,∅
3872,朅,17224,q,ie,∅,4,k,i,t,3,,,,,け,つ,,,ㄱ,ㅓ,ㄹ
3873,有,17227,∅,you,∅,3,j,au,∅,5,yû,iu1,,3hhieu,う,∅,ゆ,う,ㅇ,ㅠ,∅
3874,朋,17229,p,e,ng,2,p,a,ng,4,,,pêng,,ぼ,う,ほ,う,ㅂ,ㅜ,ㅇ
3875,朌,17230,,,,,,,,,,,,,は,ん,,,ㅂ,ㅏ,ㄴ
3876,服,17231,f,u,∅,2,f,u,k,6,fu̍k,,ho̍k,5voq,ぶ,∅,ふ,う,ㅂ,ㅗ,ㄱ
3877,朏,17233,f,ei,∅,3,f,ei,∅,2,,,,,ひ,∅,ひ,∅,ㄱ,ㅜ,ㄹ
3878,朓,17237,t,iao,∅,3,t,iu,∅,3,,,,,ちょ,う,,,ㅈ,ㅗ,∅
3879,朔,17238,sh,uo,∅,4,s,o,k,3,,,sok,,さ,く,さ,く,ㅅ,ㅏ,ㄱ
3880,朕,17239,zh,e,n,4,z,a,m,6,,,tīm,3zen,じ,ん,ち,ん,ㅈ,ㅣ,ㅁ
3881,朗,17241,l,a,ng,3,l,o,ng,5,làn,,,3laan,ろ,う,ろ,う,ㄹ,ㅏ,ㅇ
3882,朘,17242,j,ua,n,1,s,yu,n,1,,,,,せ,ん,,,ㅈ,ㅓ,ㄴ
3883,朚,17244,h,ua,ng,1,f,o,ng,1,,,,,,,,,ㅎ,ㅘ,ㅇ
3884,望,17245,∅,wa,ng,4,m,o,ng,6,mong,mong4,bāng,3maan,も,う,ぼ,う,ㅁ,ㅏ,ㅇ
3885,朞,17247,,,,,,,,,,,,,き,∅,,,ㄱ,ㅣ,∅
3886,朢,17251,,,,,,,,,,,,,ぼ,う,,,ㅁ,ㅏ,ㅇ
3887,朦,17255,m,e,ng,2,m,u,ng,4,,,bông,,む,∅,ぼ,う,ㅁ,ㅗ,ㅇ
3888,朧,17256,l,o,ng,2,l,u,ng,4,,,lông,,る,∅,ろ,う,ㄹ,ㅗ,ㅇ
3889,木,17257,m,u,∅,4,m,u,k,6,muk,,ba̍k,5moq,も,く,ぼ,く,ㅁ,ㅗ,ㄱ
3890,未,17259,∅,wei,∅,4,m,ei,∅,6,vi,,,3mi,み,∅,び,∅,ㅁ,ㅣ,∅
3891,末,17260,m,o,∅,4,m,u,t,6,ma̍t,mad6,boa̍h,5meq,ま,ち,ば,つ,ㅁ,ㅏ,ㄹ
3892,本,17261,b,e,n,3,b,u,n,2,pún,bun3,pún,2pen,ほ,ん,ほ,ん,ㅂ,ㅗ,ㄴ
3893,札,17262,zh,a,∅,2,z,aa,t,3,,,chat,,せ,ち,さ,つ,ㅊ,ㅏ,ㄹ
3894,术,17264,,,,,,,,,,,,,じゅ,つ,,,ㅊ,ㅜ,ㄹ
3895,朱,17266,zh,u,∅,1,z,yu,∅,1,,,chu,,す,∅,しゅ,∅,ㅈ,ㅜ,∅
3896,朲,17267,,,,,,,,,,,,,,,,,ㅇ,ㅣ,ㄴ
