character	index	tone_label	Zhengzhang_onset	Zhengzhang_nucleus	Zhengzhang_coda	Pan_onset	Pan_nucleus	Pan_coda	Shao_onset	Shao_nucleus	Shao_coda	Pulleyblank_onset	Pulleyblank_nucleus	Pulleyblank_coda	Li_onset	Li_nucleus	Li_coda	Karlgren_onset	Karlgren_nucleus	Karlgren_coda
軌	5636131	rising	k	ˠiuɪ	∅	k	ʷᵚi	∅	k	iuɪ	∅	k	jwi	∅	k	jui	∅	k	wi	∅
牖	5636133	rising	j	ɨu	∅	j	iu	∅	∅	iəu	∅	j	uw	∅	∅	iu	∅	∅	i̯ə̯u	∅
軍	5636134	level	k	ɨu	n	k	iu	n	k	iuə	n	k	u	n	k	iuə	n	k	i̯uə	n
𤗨	5636136	checked	d	e	p̚	d	e	p̚	d	ɛ	p̚	d	ɛ	p̚	d	e	p̚	dʱ	ie	p̚
䡂	5636137	level	k	ɨu	∅	k	iu	∅	k	iəu	∅	k	uw	∅	k	iu	∅	k	i̯ə̯u	∅
軎	5636140	departing	ɦ	ˠiuᴇi	∅	ɦ	ʷᵚiei	∅	ɣ	iuæi	∅	ɦ	jwiaj	∅	ɣ	juɛi	∅	∅	i̯wɛi	∅
𤗯	5636142	level	s	uʌi	∅	s	uoi	∅	s	uɒi	∅	s	wəj	∅	s	uᴀi	∅	s	uɑ̆i	∅
軏	5636143	checked	ŋ	ʉɐ	t̚	ŋ	ʷiɐ	t̚	ŋ	iuɐ	t̚	ŋ	ua	t̚	ŋ	iuɐ	t̚	ŋ	i̯wɐ	t̚
𤗴	5636145	level	d	uʌi	∅	d	uoi	∅	d	uɒi	∅	d	wəj	∅	d	uᴀi	∅	dʱ	uɑ̆i	∅
軐	5636146	departing	s	e	n	s	e	n	s	ɛ	n	s	ɛ	n	s	e	n	s	ie	n
㸣	5636148	checked	ŋ	ɨɐ	p̚	ŋ	iɐ	p̚	ŋ	iɐ	p̚	ŋ	ɨa	p̚	ŋ	ia	p̚	ŋ	i̯ɐ	p̚
軑	5636149	departing	d	ei	∅	d	ei	∅	d	ɛi	∅	d	ɛj	∅	d	ei	∅	dʱ	iei	∅
㸤	5636151	departing	pʰ	e	n	pʰ	e	n	pʰ	ɛ	n	pʰ	ɛ	n	pʰ	e	n	pʰ	ie	n
軒	5636152	level	h	ɨɐ	n	h	iɐ	n	x	iɐ	n	h	ɨa	n	x	iɐ	n	x	ɨ̯ɐ	n
牘	5636154	checked	d	u	k̚	d	u	k̚	d	u	k̚	d	əw	k̚	d	u	k̚	dʱ	u	k̚
軓	5636155	rising	b	ɨɐ	m	b	iɐ	m	b	iɐ	m	b	ua	m	b	iɐ	m	bʱ	i̯wɐ	m
牙	5636157	level	ŋ	ˠa	∅	ŋ	ᵚa	∅	ŋ	a	∅	ŋ	aɨ	∅	ŋ	a	∅	ŋ	a	∅
軔	5636158	departing	ȵ	iɪ	n	ȵ	i	n	ȵʑ	je	n	ȵ	i	n	ȵ	iĕ	n	ȵʑ	i̯ĕ	n
牚	5636160	departing	ʈʰ	ˠæ	ŋ	ʈʰ	ᵚa	ŋ	ȶʰ	a	ŋ	ʈʰ	aɨj	ŋ	ȶʰ	ɐ	ŋ	ȶʰ	ɐ	ŋ
䡅	5636161	level	ʈʰ	iuɪ	n	ʈʰ	ʷi	n	ȶʰ	jue	n	ʈʰ	wi	n	ȶʰ	iuĕ	n	ȶʰ	i̯uĕ	n
軖	5636163	level	ɡ	ʉɐ	ŋ	ɡ	ʷiɐ	ŋ	ɡ	iuɑ	ŋ	g	ua	ŋ	ɡ	iua	ŋ	g	iwa	ŋ
𤘌	5636164	level	kʰ	ˠiᴇ	∅	kʰ	ᵚiɛ	∅	kʰ	iɛ	∅	kʰ	jiə	̆	kʰ	je	∅	kʰ	ie	̯
牛	5636166	level	ŋ	ɨu	∅	ŋ	iu	∅	ŋ	iəu	∅	ŋ	uw	∅	ŋ	iu	∅	ŋ	i̯ə̯u	∅
軘	5636167	level	d	uə	n	d	uo	n	d	uə	n	d	wə	n	d	uə	n	dʱ	uə	n
牝	5636169	rising	b	iɪ	∅	b	i	∅	b	jɪ	∅	b	i	∅	b	i	∅	bʱ	i	∅
軜	5636170	checked	n	ʌ	p̚	n	ə	p̚	n	ɒ	p̚	n	ə	p̚	n	ᴀ	p̚	n	ă	p̚
牟	5636172	level	m	ɨu	∅	m	iu	∅	m	iəu	∅	m	uw	∅	m	iu	∅	m	i̯ə̯u	∅
軝	5636173	level	ɡ	iᴇ	∅	ɡ	iɛ	∅	ɡ	jɛ	∅	g	iə	̆	ɡ	ie	∅	g	ie	̯
軟	5636175	rising	ȵ	iuᴇ	n	ȵ	ʷiɛ	n	ȵʑ	juæ	n	ȵ	wia	n	ȵ	iuɛ	n	ȵʑ	i̯wɛ	n
牡	5636176	rising	m	əu	∅	m	əu	∅	m	əu	∅	m	əw	∅	m	u	∅	m	ə̯u	∅
牢	5636178	level	l	ɑu	∅	l	ɑu	∅	l	ɑu	∅	l	aw	∅	l	ɑu	∅	l	ɑu	∅
䡆	5636179	level	j	ɨo	ŋ	j	io	ŋ	∅	io	ŋ	j	uaw	ŋ	∅	io	ŋ	∅	i̯wo	ŋ
牣	5636181	departing	ȵ	iɪ	n	ȵ	i	n	ȵʑ	je	n	ȵ	i	n	ȵ	iĕ	n	ȵʑ	i̯ĕ	n
䡈	5636182	checked	k	ˠʌ	k̚	k	ᵚɔ	k̚	k	ɔ	k̚	k	aɨw	k̚	k	ɔ	k̚	k	ɔ	k̚
㸪	5636184	level	ʑ	iuɪ	n	ʑ	ʷi	n	ʑ	jue	n	ʑ	wi	n	d͡ʑ	iuĕ	n	d͡ʑʰ	i̯uĕ	n
䡉	5636185	rising	kʰ	ɑ	ŋ	kʰ	ɑ	ŋ	kʰ	ɑ	ŋ	kʰ	a	ŋ	kʰ	ɑ	ŋ	kʰ	ɑ	ŋ
𤘘	5636187	rising	kʰ	əu	∅	kʰ	əu	∅	kʰ	əu	∅	kʰ	əw	∅	kʰ	u	∅	kʰ	ə̯u	∅
牥	5636190	level	p	ʉɐ	ŋ	p	ʷiɐ	ŋ	p	iuɑ	ŋ	p	ua	ŋ	p	iua	ŋ	p	iwa	ŋ
䡋	5636191	level	t͡ɕ	iᴇ	∅	t͡ɕ	iɛ	∅	t͡ɕ	jɛ	∅	c	iə	̆	t͡ɕ	ie	∅	t͡ɕ	ie	̯
牧	5636193	checked	m	ɨu	k̚	m	iu	k̚	m	iu	k̚	m	uw	k̚	m	iu	k̚	m	i̯u	k̚
𨊳	5636194	level	s	iɪ	m	s	i	m	s	je	m	s	i	m	s	iə	m	s	i̯ə	m
牨	5636196	level	k	ɑ	ŋ	k	ɑ	ŋ	k	ɑ	ŋ	k	a	ŋ	k	ɑ	ŋ	k	ɑ	ŋ
𨊼	5636197	rising	ɦ	we	n	ɦ	ʷe	n	ɣ	uɛ	n	ɦ	wɛ	n	ɣ	ue	n	ɣ	iwe	n
物	5636199	checked	m	ɨu	t̚	m	iu	t̚	m	iuə	t̚	m	u	t̚	m	iuə	t̚	m	i̯uə	t̚
軤	5636200	level	h	uo	∅	h	uo	∅	x	o	∅	h	ɔ	∅	x	o	∅	x	uo	∅
㸬	5636202	departing	p	ɑi	∅	p	ɑi	∅	p	ɑi	∅	p	aj	∅	p	ɑi	∅	p	ɑi	∅
軥	5636203	level	ɡ	ɨo	∅	ɡ	io	∅	ɡ	io	∅	g	uə	̆	ɡ	io	∅	g	i̯u	∅
𤘟	5636205	level	n	ɑ	∅	n	ɑ	∅	n	ɑ	∅	n	a	∅	n	ɑ	∅	n	ɑ	∅
軧	5636206	rising	t	ei	∅	t	ei	∅	t	ɛi	∅	t	ɛj	∅	t	ei	∅	t	iei	∅
𤘡	5636208	departing	ɡ	ˠiɪ	m	ɡ	ᵚi	m	ɡ	ie	m	g	ji	m	ɡ	jə	m	g	i̯ə	m
軨	5636209	level	l	e	ŋ	l	e	ŋ	l	ɛ	ŋ	l	ɛj	ŋ	l	e	ŋ	l	ie	ŋ
𤘣	5636211	level	ɖ	ˠiɪ	m	ɖ	ᵚi	m	ȡ	ie	m	ɖ	ji	m	ȡ	jə	m	ȡʱ	i̯ə	m
軩	5636212	rising	d	ʌi	∅	d	əi	∅	d	ɒi	∅	d	əj	∅	d	ᴀi	∅	dʱ	ɑ̆i	∅
牭	5636214	departing	s	iɪ	∅	s	i	∅	s	jɪ	∅	s	i	∅	s	i	∅	s	i	∅
軪	5636215	level	ʔ	ˠau	∅	ʔ	ᵚau	∅	ʔ	au	∅	ʔ	aɨw	∅	ʔ	au	∅	ʔ	au	∅
牯	5636217	rising	k	uo	∅	k	uo	∅	k	o	∅	k	ɔ	∅	k	o	∅	k	uo	∅
軫	5636218	rising	t͡ɕ	iɪ	n	t͡ɕ	i	n	t͡ɕ	je	n	c	i	n	t͡ɕ	iĕ	n	t͡ɕ	i̯ĕ	n
牰	5636220	departing	z	ɨu	∅	z	iu	∅	z	iəu	∅	z	uw	∅	z	iu	∅	z	i̯ə̯u	∅
軬	5636221	rising	b	ʉɐ	n	b	ʷiɐ	n	b	iuɐ	n	b	ua	n	b	iuɐ	n	bʱ	i̯wɐ	n
牲	5636223	level	ʃ	ˠæ	ŋ	ʃ	ᵚa	ŋ	ʃ	a	ŋ	ʂ	aɨj	ŋ	ʃ	ɐ	ŋ	ʂ	ɐ	ŋ
軮	5636224	rising	ʔ	ɑ	ŋ	ʔ	ɑ	ŋ	ʔ	ɑ	ŋ	ʔ	a	ŋ	ʔ	ɑ	ŋ	ʔ	ɑ	ŋ
牴	5636226	rising	t	ei	∅	t	ei	∅	t	ɛi	∅	t	ɛj	∅	t	ei	∅	t	iei	∅
軱	5636227	level	k	uo	∅	k	uo	∅	k	o	∅	k	ɔ	∅	k	o	∅	k	uo	∅
㸰	5636229	level	d	uɑ	∅	d	uɑ	∅	d	uɑ	∅	d	wa	∅	d	uɑ	∅	dʱ	uɑ	∅
軲	5636230	level	kʰ	uo	∅	kʰ	uo	∅	kʰ	o	∅	kʰ	ɔ	∅	kʰ	o	∅	kʰ	uo	∅
㸲	5636232	checked	d͡z	ɑ	k̚	d͡z	ɑ	k̚	d͡z	ɑ	k̚	d͡z	a	k̚	d͡z	ɑ	k̚	d͡zʱ	ɑ	k̚
軳	5636233	level	b	ɑu	∅	b	ɑu	∅	b	ɑu	∅	b	aw	∅	b	ɑu	∅	bʱ	ɑu	∅
㸳	5636235	level	l	e	ŋ	l	e	ŋ	l	ɛ	ŋ	l	ɛj	ŋ	l	e	ŋ	l	ie	ŋ
軴	5636236	departing	ʈ	ɨo	∅	ʈ	io	∅	ȶ	io	∅	ʈ	uə	̆	ȶ	io	∅	ȶ	i̯u	∅
軵	5636239	rising	ȵ	ɨo	ŋ	ȵ	io	ŋ	ȵʑ	io	ŋ	ȵ	uaw	ŋ	ȵ	io	ŋ	ȵʑ	i̯wo	ŋ
𤘺	5636241	rising	ȵ	ɨo	ŋ	ȵ	io	ŋ	ȵʑ	io	ŋ	ȵ	uaw	ŋ	ȵ	io	ŋ	ȵʑ	i̯wo	ŋ
軶	5636242	checked	ʔ	ˠɛ	k̚	ʔ	ᵚæ	k̚	ʔ	ɐ	k̚	ʔ	əɨj	k̚	ʔ	ɛ	k̚	ʔ	æ	k̚
𤘽	5636244	rising	h	əu	∅	h	əu	∅	x	əu	∅	h	əw	∅	x	u	∅	x	ə̯u	∅
軷	5636245	departing	b	ɑi	∅	b	ɑi	∅	b	ɑi	∅	b	aj	∅	b	ɑi	∅	bʱ	ɑi	∅
𤘾	5636247	level	pʰ	ˠɛ	ŋ	pʰ	ᵚæ	ŋ	pʰ	ɐ	ŋ	pʰ	əɨj	ŋ	pʰ	ɛ	ŋ	pʰ	æ	ŋ
軸	5636248	checked	ɖ	ɨu	k̚	ɖ	iu	k̚	ȡ	iu	k̚	ɖ	uw	k̚	ȡ	iu	k̚	ȡʱ	i̯u	k̚
牷	5636250	level	d͡z	iuᴇ	n	d͡z	ʷiɛ	n	d͡z	juæ	n	d͡z	wia	n	d͡z	iuɛ	n	d͡zʱ	i̯wɛ	n
軹	5636251	rising	t͡ɕ	iᴇ	∅	t͡ɕ	iɛ	∅	t͡ɕ	jɛ	∅	c	iə	̆	t͡ɕ	ie	∅	t͡ɕ	ie	̯
牸	5636253	departing	d͡z	ɨ	∅	d͡z	ɨ	∅	d͡z	ie	∅	d͡z	ɨ	∅	d͡z	iə	∅	d͡zʱ	i	∅
軺	5636254	level	j	iᴇu	∅	j	iɛu	∅	∅	jæu	∅	j	iaw	∅	∅	iɛu	∅	∅	i̯ɛu	∅
特	5636256	checked	d	ə	k̚	d	ə	k̚	d	ə	k̚	d	ə	k̚	d	ə	k̚	dʱ	ə	k̚
軻	5636257	level	kʰ	ɑ	∅	kʰ	ɑ	∅	kʰ	ɑ	∅	kʰ	a	∅	kʰ	ɑ	∅	kʰ	ɑ	∅
㸶	5636259	level	ʔ	ˠɛ	n	ʔ	ᵚæ	n	ʔ	æ	n	ʔ	əɨ	n	ʔ	ɛ	n	ʔ	ă	n
軼	5636260	checked	j	iɪ	t̚	j	i	t̚	∅	je	t̚	j	i	t̚	∅	iĕ	t̚	∅	i̯ĕ	t̚
㸸	5636262	rising	h	əu	∅	h	əu	∅	x	əu	∅	h	əw	∅	x	u	∅	x	ə̯u	∅
䡐	5636263	level	d	ɑ	∅	d	ɑ	∅	d	ɑ	∅	d	a	∅	d	ɑ	∅	dʱ	ɑ	∅
𤙒	5636265	checked	ɦ	e	p̚	ɦ	e	p̚	ɣ	ɛ	p̚	ɦ	ɛ	p̚	ɣ	e	p̚	ɣ	ie	p̚
𨋐	5636266	checked	pʰ	ˠɛ	t̚	pʰ	ᵚæ	t̚	pʰ	æ	t̚	pʰ	əɨ	t̚	pʰ	ɛ	t̚	pʰ	a	t̚
牻	5636268	level	m	ˠʌ	ŋ	m	ᵚɔ	ŋ	m	ɔ	ŋ	m	aɨw	ŋ	m	ɔ	ŋ	m	ɔ	ŋ
𨋕	5636269	departing	ŋ	ɨɐ	ŋ	ŋ	iɐ	ŋ	ŋ	iɑ	ŋ	ŋ	ɨa	ŋ	ŋ	ia	ŋ	ŋ	i̯a	ŋ
牼	5636271	level	kʰ	ˠɛ	ŋ	kʰ	ᵚæ	ŋ	kʰ	ɐ	ŋ	kʰ	əɨj	ŋ	kʰ	ɛ	ŋ	kʰ	æ	ŋ
𨋖	5636272	rising	l	ɨu	∅	l	iu	∅	l	iəu	∅	l	uw	∅	l	iu	∅	l	i̯ə̯u	∅
牽	5636274	level	kʰ	e	n	kʰ	e	n	kʰ	ɛ	n	kʰ	ɛ	n	kʰ	e	n	kʰ	ie	n
𨋙	5636275	departing	j	iɪ	n	j	i	n	∅	je	n	j	i	n	∅	iĕ	n	∅	i̯ĕ	n
牿	5636277	checked	k	uo	k̚	k	uo	k̚	k	o	k̚	k	aw	k̚	k	o	k̚	k	uo	k̚
𨋚	5636278	rising	ɳ	ˠiᴇ	n	ɳ	ᵚiɛ	n	n	iæ	n	ɳ	ia	n	n	jɛ	n	n	i̯ɛ	n
犁	5636280	level	l	ei	∅	l	ei	∅	l	ɛi	∅	l	ɛj	∅	l	ei	∅	l	iei	∅
軭	5636281	level	kʰ	ʉɐ	ŋ	kʰ	ʷiɐ	ŋ	kʰ	iuɑ	ŋ	kʰ	ua	ŋ	kʰ	iua	ŋ	kʰ	iwa	ŋ
㸹	5636283	checked	l	uɑ	t̚	l	ʷɑ	t̚	l	uɑ	t̚	l	wa	t̚	l	uɑ	t̚	l	uɑ	t̚
軾	5636284	checked	ɕ	ɨ	k̚	ɕ	ɨ	k̚	ɕ	ie	k̚	ɕ	i	k̚	ɕ	iə	k̚	ɕ	i̯ə	k̚
軿	5636287	level	b	e	n	b	e	n	b	ɛ	n	b	ɛ	n	b	e	n	bʱ	ie	n
輀	5636289	level	ȵ	ɨ	∅	ȵ	ɨ	∅	ȵʑ	ie	∅	ȵ	ɨ	∅	ȵ	iə	∅	ȵʑ	i	∅
𤙛	5636290	level	d	uo	∅	d	uo	∅	d	o	∅	d	ɔ	∅	d	o	∅	dʱ	uo	∅
𤙞	5636292	rising	b	ei	∅	b	ei	∅	b	ɛi	∅	b	ɛj	∅	b	ei	∅	bʱ	iei	∅
輁	5636293	level	ɡ	ɨo	ŋ	ɡ	io	ŋ	ɡ	io	ŋ	g	uaw	ŋ	ɡ	io	ŋ	g	i̯wo	ŋ
𤙠	5636295	level	ɡ	iɪu	∅	ɡ	ɨu	∅	ɡ	ieu	∅	g	jiw	∅	ɡ	iĕu	∅	g	ieu	∅
輂	5636296	checked	k	ɨo	k̚	k	io	k̚	k	io	k̚	k	uaw	k̚	k	io	k̚	k	i̯wo	k̚
𤙡	5636298	level	s	wiᴇ	ŋ	s	ʷiɛ	ŋ	s	iuæ	ŋ	s	wiaj	ŋ	s	iuɛ	ŋ	s	i̯wɛ	ŋ
較	5636299	departing	k	ˠau	∅	k	ᵚau	∅	k	au	∅	k	aɨw	∅	k	au	∅	k	au	∅
犀	5636301	level	s	ei	∅	s	ei	∅	s	ɛi	∅	s	ɛj	∅	s	ei	∅	s	iei	∅
輄	5636302	level	k	wɑ	ŋ	k	ʷɑ	ŋ	k	uɑ	ŋ	k	wa	ŋ	k	uɑ	ŋ	k	wɑ	ŋ
犂	5636304	level	l	iɪ	∅	l	i	∅	l	jɪ	∅	l	i	∅	l	i	∅	l	i	∅
輅	5636305	departing	l	uo	∅	l	uo	∅	l	o	∅	l	ɔ	∅	l	o	∅	l	uo	∅
犃	5636307	rising	b	əu	∅	b	əu	∅	b	əu	∅	b	əw	∅	b	u	∅	bʱ	ə̯u	∅
輆	5636308	rising	kʰ	ʌi	∅	kʰ	əi	∅	kʰ	ɒi	∅	kʰ	əj	∅	kʰ	ᴀi	∅	kʰ	ɑ̆i	∅
犄	5636310	level	ʔ	ˠiᴇ	∅	ʔ	ᵚiɛ	∅	ʔ	iɛ	∅	ʔ	jiə	̆	ʔ	je	∅	ʔ	ie	̯
輇	5636311	level	d͡ʑ	iuᴇ	n	d͡ʑ	ʷiɛ	n	d͡ʑ	juæ	n	d͡ʑ	wia	n	ʑ	iuɛ	n	ʑ	i̯wɛ	n
犅	5636313	level	k	ɑ	ŋ	k	ɑ	ŋ	k	ɑ	ŋ	k	a	ŋ	k	ɑ	ŋ	k	ɑ	ŋ
輈	5636314	level	ʈ	ɨu	∅	ʈ	iu	∅	ȶ	iəu	∅	ʈ	uw	∅	ȶ	iu	∅	ȶ	i̯ə̯u	∅
犆	5636316	checked	ɖ	ɨ	k̚	ɖ	ɨ	k̚	ȡ	ie	k̚	ɖ	i	k̚	ȡ	iə	k̚	ȡʱ	i̯ə	k̚
載	5636317	rising	t͡s	ʌi	∅	t͡s	əi	∅	t͡s	ɒi	∅	t͡s	əj	∅	t͡s	ᴀi	∅	t͡s	ɑ̆i	∅
犇	5636319	level	p	uə	n	p	uo	n	p	uə	n	p	wə	n	p	uə	n	p	uə	n
輊	5636320	departing	ʈ	ˠiɪ	∅	ʈ	ᵚi	∅	ȶ	iɪ	∅	ʈ	ji	∅	ȶ	ji	∅	ȶ	i	∅
犈	5636322	level	ɡ	ˠiuᴇ	n	ɡ	ʷᵚiɛ	n	ɡ	iuæ	n	g	wia	n	ɡ	juɛ	n	g	i̯wɛ	n
䡓	5636323	departing	k	we	n	k	ʷe	n	k	uɛ	n	k	wɛ	n	k	ue	n	k	iwe	n
犉	5636325	level	ȵ	iuɪ	n	ȵ	ʷi	n	ȵʑ	jue	n	ȵ	wi	n	ȵ	iuĕ	n	ȵʑ	i̯uĕ	n
䡔	5636326	rising	kʰ	ei	∅	kʰ	ei	∅	kʰ	ɛi	∅	kʰ	ɛj	∅	kʰ	ei	∅	kʰ	iei	∅
㹁	5636328	level	l	ɨɐ	ŋ	l	iɐ	ŋ	l	iɑ	ŋ	l	ɨa	ŋ	l	ia	ŋ	l	i̯a	ŋ
䡗	5636329	rising	k	ɨo	ŋ	k	io	ŋ	k	io	ŋ	k	uaw	ŋ	k	io	ŋ	k	i̯wo	ŋ
㹂	5636331	rising	ɦ	ˠɛ	n	ɦ	ᵚæ	n	ɣ	æ	n	ɦ	əɨ	n	ɣ	ɛ	n	ɣ	ă	n
𨋩	5636332	checked	b	ɨu	k̚	b	iu	k̚	b	iu	k̚	b	uw	k̚	b	iu	k̚	bʱ	i̯u	k̚
㹃	5636334	departing	p	ʉi	∅	p	ʷɨi	∅	p	iuəi	∅	p	uj	∅	p	iuəi	∅	p	we̯i	∅
𨋬	5636335	level	d͡ʑ	ɨ	ŋ	d͡ʑ	ɨ	ŋ	d͡ʑ	ie	ŋ	d͡ʑ	i	ŋ	ʑ	iə	ŋ	ʑ	i̯ə	ŋ
𤙰	5636337	checked	d	ə	k̚	d	ə	k̚	d	ə	k̚	d	ə	k̚	d	ə	k̚	dʱ	ə	k̚
𨋱	5636338	level	tʰ	uʌi	∅	tʰ	uoi	∅	tʰ	uɒi	∅	tʰ	wəj	∅	tʰ	uᴀi	∅	tʰ	uɑ̆i	∅
犌	5636340	level	k	ˠa	∅	k	ᵚa	∅	k	a	∅	k	aɨ	∅	k	a	∅	k	a	∅
輍	5636341	checked	j	ɨo	k̚	j	io	k̚	∅	io	k̚	j	uaw	k̚	∅	io	k̚	∅	i̯wo	k̚
犍	5636343	level	k	ɨɐ	n	k	iɐ	n	k	iɐ	n	k	ɨa	n	k	iɐ	n	k	ɨ̯ɐ	n
輎	5636344	level	ʃ	ˠau	∅	ʃ	ᵚau	∅	ʃ	au	∅	ʂ	aɨw	∅	ʃ	au	∅	ʂ	au	∅
犎	5636346	level	p	ɨo	ŋ	p	io	ŋ	p	io	ŋ	p	uaw	ŋ	p	io	ŋ	p	i̯wo	ŋ
輑	5636347	level	kʰ	ˠiuɪ	n	kʰ	ʷᵚi	n	kʰ	iue	n	kʰ	ji	n	kʰ	juĕ	n	kʰ	i̯ĕ	n
犐	5636349	level	kʰ	uɑ	∅	kʰ	uɑ	∅	kʰ	uɑ	∅	kʰ	wa	∅	kʰ	uɑ	∅	kʰ	uɑ	∅
輒	5636350	checked	ʈ	ˠiᴇ	p̚	ʈ	ᵚiɛ	p̚	ȶ	iæ	p̚	ʈ	jia	p̚	ȶ	jɛ	p̚	ȶ	i̯ɛ	p̚
犑	5636352	checked	k	we	k̚	k	ʷe	k̚	k	uɛ	k̚	k	wɛj	k̚	k	ue	k̚	k	iwe	k̚
輓	5636353	rising	m	ʉɐ	n	m	ʷiɐ	n	m	iuɐ	n	m	ua	n	m	iuɐ	n	m	i̯wɐ	n
犒	5636355	departing	kʰ	ɑu	∅	kʰ	ɑu	∅	kʰ	ɑu	∅	kʰ	aw	∅	kʰ	ɑu	∅	kʰ	ɑu	∅
輔	5636356	rising	b	ɨo	∅	b	io	∅	b	io	∅	b	uə	̆	b	io	∅	bʱ	i̯u	∅
犓	5636358	level	t͡ʃʰ	ɨo	∅	ʈ͡ʂʰ	io	∅	t͡ʃʰ	io	∅	ʈ͡ʂʰ	uə	̆	t͡ʃʰ	io	∅	ʈ͡ʂʰ	i̯u	∅
輕	5636359	level	kʰ	iᴇ	ŋ	kʰ	iɛ	ŋ	kʰ	iæ	ŋ	kʰ	iaj	ŋ	kʰ	iɛ	ŋ	kʰ	i̯ɛ	ŋ
犔	5636361	departing	h	ɨi	∅	h	ɨi	∅	x	iəi	∅	h	ɨj	∅	x	iəi	∅	x	e̯i	∅
䡘	5636362	level	d	e	n	d	e	n	d	ɛ	n	d	ɛ	n	d	e	n	dʱ	ie	n
犕	5636364	departing	b	ˠiɪ	∅	b	ᵚi	∅	b	iɪ	∅	b	ji	∅	b	ji	∅	bʱ	i	∅
䡙	5636365	level	l	ɑ	ŋ	l	ɑ	ŋ	l	ɑ	ŋ	l	a	ŋ	l	ɑ	ŋ	l	ɑ	ŋ
犖	5636367	checked	l	ˠʌ	k̚	l	ᵚɔ	k̚	l	ɔ	k̚	l	aɨw	k̚	l	ɔ	k̚	l	ɔ	k̚
䡚	5636368	departing	m	ˠau	∅	m	ᵚau	∅	m	au	∅	m	aɨw	∅	m	au	∅	m	au	∅
犗	5636370	departing	k	ˠai	∅	k	ᵚai	∅	k	ai	∅	k	aɨj	s	k	ai	∅	k	ai	∅
𨌄	5636371	departing	d͡z	ɑ	ŋ	d͡z	ɑ	ŋ	d͡z	ɑ	ŋ	d͡z	a	ŋ	d͡z	ɑ	ŋ	d͡zʱ	ɑ	ŋ
㹄	5636373	checked	t͡s	ɨ	k̚	t͡s	ɨ	k̚	t͡s	ie	k̚	t͡s	i	k̚	t͡s	iə	k̚	t͡s	i̯ə	k̚
𨌅	5636374	level	t͡sʰ	iɪ	∅	t͡sʰ	i	∅	t͡sʰ	jɪ	∅	t͡sʰ	i	∅	t͡sʰ	i	∅	t͡sʰ	i	∅
㹉	5636376	level	ŋ	ʉɐ	n	ŋ	ʷiɐ	n	ŋ	iuɐ	n	ŋ	ua	n	ŋ	iuɐ	n	ŋ	i̯wɐ	n
𨌈	5636377	level	d	e	n	d	e	n	d	ɛ	n	d	ɛ	n	d	e	n	dʱ	ie	n
㹊	5636379	checked	ŋ	ˠʌ	k̚	ŋ	ᵚɔ	k̚	ŋ	ɔ	k̚	ŋ	aɨw	k̚	ŋ	ɔ	k̚	ŋ	ɔ	k̚
𨌗	5636380	departing	kʰ	ˠiuɪ	∅	kʰ	ʷᵚi	∅	kʰ	iuɪ	∅	kʰ	jwi	∅	kʰ	jui	∅	kʰ	wi	∅
𤚩	5636382	level	d͡z	iɪ	n	d͡z	i	n	d͡z	je	n	d͡z	i	n	d͡z	iĕ	n	d͡zʱ	i̯ĕ	n
輖	5636383	level	t͡ɕ	ɨu	∅	t͡ɕ	iu	∅	t͡ɕ	iəu	∅	c	uw	∅	t͡ɕ	iu	∅	t͡ɕ	i̯ə̯u	∅
𤚫	5636385	level	d	ɑ	ŋ	d	ɑ	ŋ	d	ɑ	ŋ	d	a	ŋ	d	ɑ	ŋ	dʱ	ɑ	ŋ
輗	5636386	level	ŋ	ei	∅	ŋ	ei	∅	ŋ	ɛi	∅	ŋ	ɛj	∅	ŋ	ei	∅	ŋ	iei	∅
𤚼	5636388	departing	k	əu	∅	k	əu	∅	k	əu	∅	k	əw	∅	k	u	∅	k	ə̯u	∅
輘	5636389	level	l	ə	ŋ	l	ə	ŋ	l	ə	ŋ	l	ə	ŋ	l	ə	ŋ	l	ə	ŋ
犘	5636391	level	m	ˠa	∅	m	ᵚa	∅	m	a	∅	m	aɨ	∅	m	a	∅	m	a	∅
輚	5636392	rising	d͡ʒ	ˠɛ	n	ɖ͡ʐ	ᵚæ	n	d͡ʒ	æ	n	ɖ͡ʐ	əɨ	n	d͡ʒ	ɛ	n	ɖ͡ʐʱ	ă	n
犙	5636394	level	ʃ	ɨu	∅	ʃ	iu	∅	ʃ	iəu	∅	ʂ	uw	∅	ʃ	iu	∅	ʂ	i̯ə̯u	∅
輜	5636395	level	t͡ʃʰ	ɨ	∅	ʈ͡ʂʰ	ɨ	∅	t͡ʃʰ	ie	∅	ʈ͡ʂʰ	ɨ	∅	t͡ʃʰ	iə	∅	ʈ͡ʂʰ	i	∅
犚	5636397	departing	ʔ	ʉi	∅	ʔ	ʷɨi	∅	ʔ	iuəi	∅	ʔ	uj	∅	ʔ	iuəi	∅	ʔ	we̯i	∅
輝	5636398	level	h	ʉi	∅	h	ʷɨi	∅	x	iuəi	∅	h	uj	∅	x	iuəi	∅	x	we̯i	∅
犛	5636400	level	l	ɨ	∅	l	ɨ	∅	l	ie	∅	l	ɨ	∅	l	iə	∅	l	i	∅
輞	5636401	rising	m	ʉɐ	ŋ	m	ʷiɐ	ŋ	m	iuɑ	ŋ	m	ua	ŋ	m	iua	ŋ	m	iwa	ŋ
